Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,2024 JCI,5 Year JIF,% of Citable OA,% of Articles in Citable items,Citable Items
"Cross Cultural & Strategic Management","CROSS CULT STRATEG M","EMERALD GROUP PUBLISHING LTD","2059-5794","2059-5794","MANAGEMENT","SSCI","779","3","0.55","2.8","2.02"%,"100"%,"41",
"Dynamic Games and Applications","DYN GAMES APPL","SPRINGER BIRKHAUSER","2153-0785","2153-0793","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","778","1.6","0.59","1.7","25.82"%,"100"%,"61",
"Business and Professional Communication Quarterly","BUS PROF COMMUN Q","SAGE PUBLICATIONS INC","2329-4906","2329-4922","COMMUNICATION","ESCI","759","2.1","0.97","1.9","11.33"%,"100"%,"61",
"AUSTRALIAN JOURNAL OF POLITICAL SCIENCE","AUST J POLIT SCI","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1036-1146","1363-030X","POLITICAL SCIENCE","SSCI","757","1.3","0.66","1.5","54.05"%,"100"%,"22",
"Computational Management Science","COMPUT MANAG SCI","SPRINGER HEIDELBERG","1619-697X","1619-6988","SOCIAL SCIENCES, MATHEMATICAL METHODS","ESCI","757","1.3","0.62","1.2","45.45"%,"100"%,"44",
"BUSINESS AND SOCIETY REVIEW","BUS SOC REV","WILEY","0045-3609","1467-8594","BUSINESS","ESCI","739","1.8","0.41","2","27.68"%,"97.44"%,"39",
"Critical Perspectives on International Business","CRIT PERSPECT INT BU","EMERALD GROUP PUBLISHING LTD","1742-2043","1758-6062","BUSINESS","ESCI","725","2.3","0.45","2.7","12.05"%,"97.73"%,"44",
"Economics & Philosophy","ECON PHILOS","CAMBRIDGE UNIV PRESS","0266-2671","1474-0028","ECONOMICS","SSCI","721","1.5","0.46","1.5","65.38"%,"100"%,"33",
"Economics & Philosophy","ECON PHILOS","CAMBRIDGE UNIV PRESS","0266-2671","1474-0028","ETHICS","SSCI","721","1.5","0.46","1.5","65.38"%,"100"%,"33",
"Econometrics","ECONOMETRICS","MDPI","N/A","2225-1146","ECONOMICS","ESCI","719","1.4","0.38","1.2","100"%,"100"%,"39",
"BULLETIN OF ECONOMIC RESEARCH","B ECON RES","WILEY","0307-3378","1467-8586","ECONOMICS","SSCI","708","1.2","0.32","1.1","28.38"%,"100"%,"51",
"Australasian Journal of Information Systems","AUSTRALAS J INF SYST","UNIV CANBERRA, FAC INFORMATION SCIENCES & ENGINEERING","1449-8618","1326-2238","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","692","1.6","0.44","2.3","79.1"%,"95.24"%,"21",
"Accounting in Europe","ACCOUNT EUR","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1744-9480","1744-9499","BUSINESS, FINANCE","ESCI","689","4.3","1.12","4.1","29.63"%,"100"%,"20",
"African Journal of Economic and Management Studies","AFR J ECON MANAG STU","EMERALD GROUP PUBLISHING LTD","2040-0705","2040-0713","ECONOMICS","ESCI","686","1.9","0.56","1.9","9.4"%,"100"%,"54",
"Digital Policy Regulation and Governance","DIGIT POLICY REGUL G","EMERALD GROUP PUBLISHING LTD","2398-5038","2398-5046","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","683","2.7","0.76","3","7.44"%,"94"%,"50",
"Construction Economics and Building","CONSTR ECON BUILD","UNIV TECHNOLOGY, SYDNEY-UTS EPRESS","1835-6354","1837-9133","MANAGEMENT","ESCI","672","1.1","0.35","2.1","92.86"%,"91.3"%,"23",
"Behavioral Research in Accounting","BEHAV RES ACCOUNT","AMER ACCOUNTING ASSOC","1050-4753","1558-8009","BUSINESS, FINANCE","ESCI","671","1.2","0.25","2","0"%,"100"%,"9",
"Accounting History","ACCOUNT HIST","SAGE PUBLICATIONS LTD","1032-3732","1749-3374","BUSINESS, FINANCE","ESCI","671","0.9","0.33","1.5","41.33"%,"100"%,"20",
"Culture and Organization","CULT ORGAN","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1475-9551","1477-2760","MANAGEMENT","SSCI","670","1.5","0.34","1.8","52.73"%,"100"%,"36",
"Agricultural and Resource Economics Review","AGRIC RESOUR ECON RE","CAMBRIDGE UNIV PRESS","1068-2805","2372-2614","AGRICULTURAL ECONOMICS & POLICY","ESCI","669","1.4","0.6","1.5","100"%,"100"%,"21",
"AStA-Advances in Statistical Analysis","ASTA-ADV STAT ANAL","SPRINGER","1863-8171","1863-818X","STATISTICS & PROBABILITY","SCIE","651","1.4","0.74","1.5","63.64"%,"100"%,"27",
"Cambridge Law Journal","CAMB LAW J","CAMBRIDGE UNIV PRESS","0008-1973","1469-2139","LAW","SSCI","643","1.4","1.25","1.7","31.25"%,"100"%,"32",
"Economic Computation and Economic Cybernetics Studies and Research","ECON COMPUT ECON CYB","EDITURA ASE","0424-267X","1842-3264","ECONOMICS","SSCI","617","1","0.34","0.9","96.15"%,"100"%,"79",
"Economic Computation and Economic Cybernetics Studies and Research","ECON COMPUT ECON CYB","EDITURA ASE","0424-267X","1842-3264","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","617","1","0.34","0.9","96.15"%,"100"%,"79",
"Australian Journal of Environmental Education","AUST J ENVIRON EDUC","CAMBRIDGE UNIV PRESS","0814-0626","2049-775X","EDUCATION & EDUCATIONAL RESEARCH","ESCI","613","2.7","1.13","2.8","74.56"%,"96.55"%,"58",
"Climate Change Economics","CLIM CHANG ECON","WORLD SCIENTIFIC PUBL CO PTE LTD","2010-0078","2010-0086","ECONOMICS","SSCI","606","2.4","0.89","2.2","10.23"%,"100"%,"34",
"Climate Change Economics","CLIM CHANG ECON","WORLD SCIENTIFIC PUBL CO PTE LTD","2010-0078","2010-0086","ENVIRONMENTAL STUDIES","SSCI","606","2.4","0.89","2.2","10.23"%,"100"%,"34",
"Asian Economic Policy Review","ASIAN ECON POLICY R","WILEY","1832-8105","1748-3131","ECONOMICS","SSCI","605","7","1.42","5.3","25.71"%,"7.69"%,"13",
"Australasian Journal of Environmental Management","AUSTRALAS J ENV MAN","TAYLOR & FRANCIS LTD","1448-6563","2159-5356","ENVIRONMENTAL STUDIES","SSCI","602","1.5","0.33","2.1","57.75"%,"93.94"%,"33",
"Eastern Economic Journal","EAST ECON J","PALGRAVE MACMILLAN LTD","0094-5056","1939-4632","ECONOMICS","ESCI","597","0.5","0.28","0.9","13.16"%,"100"%,"25",
"AUSTRALIAN ECONOMIC PAPERS","AUST ECON PAP","WILEY","0004-900X","1467-8454","ECONOMICS","SSCI","594","1.7","0.48","1.8","29.91"%,"100"%,"50",
"Economics-The Open Access Open-Assessment E-Journal","ECONOMICS-KIEL","DE GRUYTER POLAND SP Z O O","1864-6042","1864-6042","ECONOMICS","SSCI","580","1.2","0.29","1.2","100"%,"93.06"%,"72",
"ECONOMIST-NETHERLANDS","ECONOMIST-NETHERLAND","SPRINGER","0013-063X","1572-9982","ECONOMICS","SSCI","576","2.3","0.35","2","61.7"%,"100"%,"17",
"Comparative Economic Studies","COMP ECON STUD","PALGRAVE MACMILLAN LTD","0888-7233","1478-3320","ECONOMICS","ESCI","570","1.5","0.44","1.5","25.76"%,"100"%,"19",
"BULLETIN OF INDONESIAN ECONOMIC STUDIES","B INDONES ECON STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0007-4918","1472-7234","AREA STUDIES","SSCI","568","2.3","1.78","2.9","23.08"%,"91.67"%,"12",
"BULLETIN OF INDONESIAN ECONOMIC STUDIES","B INDONES ECON STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0007-4918","1472-7234","ECONOMICS","SSCI","568","2.3","1.78","2.9","23.08"%,"91.67"%,"12",
"Econometrics and Statistics","ECONOMET STAT","ELSEVIER","2468-0389","2452-3062","ECONOMICS","ESCI","567","2.5","0.97","2","17.29"%,"100"%,"39",
"Econometrics and Statistics","ECONOMET STAT","ELSEVIER","2468-0389","2452-3062","STATISTICS & PROBABILITY","ESCI","567","2.5","0.97","2","17.29"%,"100"%,"39",
"Asia-Pacific Journal of Financial Studies","ASIA-PAC J FINANC ST","WILEY","2041-9945","2041-6156","BUSINESS, FINANCE","SSCI","559","1.5","0.4","1.8","10.75"%,"100"%,"28",
"Banks and Bank Systems","BANKS BANK SYST","LLC CPC BUSINESS PERSPECTIVES","1816-7403","1991-7074","BUSINESS, FINANCE","ESCI","554","1","0.32","N/A","97.78"%,"100"%,"78",
"Banks and Bank Systems","BANKS BANK SYST","LLC CPC BUSINESS PERSPECTIVES","1816-7403","1991-7074","ECONOMICS","ESCI","554","1","0.32","N/A","97.78"%,"100"%,"78",
"Asian Journal of Social Science","ASIAN J SOC SCI","ELSEVIER","1568-4849","1568-5314","AREA STUDIES","SSCI","547","1.2","0.8","1.2","4.88"%,"100"%,"19",
"Asian Journal of Social Science","ASIAN J SOC SCI","ELSEVIER","1568-4849","1568-5314","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","547","1.2","0.8","1.2","4.88"%,"100"%,"19",
"Asian Population Studies","ASIAN POPUL STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1744-1730","1744-1749","DEMOGRAPHY","SSCI","541","1.6","0.79","2.1","23.64"%,"100"%,"19",
"Decision Sciences-Journal of Innovative Education","DECIS SCI-J INNOV ED","WILEY","1540-4595","1540-4609","EDUCATION & EDUCATIONAL RESEARCH","ESCI","521","1","0.59","1.6","26.53"%,"100"%,"16",
"Decision Analysis","DECIS ANAL","INFORMS","1545-8490","1545-8504","MANAGEMENT","SSCI","516","1.5","0.43","1.6","0"%,"100"%,"16",
"Asian and Pacific Migration Journal","ASIAN PAC MIGR J","SAGE PUBLICATIONS LTD","0117-1968","2057-049X","DEMOGRAPHY","SSCI","511","1.1","0.51","1.3","15.48"%,"100"%,"33",
"Conflict Resolution Quarterly","CONFL RESOLUT Q","WILEY PERIODICALS, INC","1536-5581","1541-1508","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","511","1.1","0.47","1.1","38.3"%,"100"%,"40",
"China Information","CHINA INFORM","SAGE PUBLICATIONS INC","0920-203X","1741-590X","AREA STUDIES","SSCI","504","1.7","2.49","2.1","21.74"%,"100"%,"17",
"Asia-Pacific Financial Markets","ASIA-PAC FINANC MARK","SPRINGER","1387-2834","1573-6946","ECONOMICS","ESCI","501","2.6","0.77","2","8"%,"98.48"%,"66",
"EASTERN EUROPEAN ECONOMICS","EASTERN EUR ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0012-8775","1557-9298","ECONOMICS","SSCI","498","1.2","0.4","1.3","17.32"%,"100"%,"37",
"CESifo Economic Studies","CESIFO ECON STUD","OXFORD UNIV PRESS","1610-241X","1612-7501","ECONOMICS","SSCI","496","0.9","0.31","1.4","21.15"%,"93.1"%,"29",
"ECONOMIC AFFAIRS","ECON AFFA","WILEY","0265-0665","1468-0270","ECONOMICS","ESCI","490","1.8","0.21","1.6","35.44"%,"80"%,"25",
"Africa Spectrum","AFR SPECTR","SAGE PUBLICATIONS INC","0002-0397","1868-6869","AREA STUDIES","SSCI","485","2.2","2.23","2.2","97.92"%,"95"%,"20",
"DEVELOPING ECONOMIES","DEV ECON","WILEY","0012-1533","1746-1049","DEVELOPMENT STUDIES","SSCI","474","1.4","0.53","1.6","11.11"%,"100"%,"15",
"DEVELOPING ECONOMIES","DEV ECON","WILEY","0012-1533","1746-1049","ECONOMICS","SSCI","474","1.4","0.53","1.6","11.11"%,"100"%,"15",
"Contemporary Economics","CONTEMP ECON","UNIV ECONOMICS & HUMAN SCIENCES WARSAW","2084-0845","2300-8814","ECONOMICS","ESCI","467","2.3","0.72","1.7","81.4"%,"96.43"%,"28",
"American Journal of Health Economics","AM J HEALTH ECON","UNIV CHICAGO PRESS","2332-3493","2332-3507","ECONOMICS","SSCI","451","2","1.08","2.9","3.03"%,"100"%,"23",
"American Journal of Health Economics","AM J HEALTH ECON","UNIV CHICAGO PRESS","2332-3493","2332-3507","HEALTH POLICY & SERVICES","SSCI","451","2","1.08","2.9","3.03"%,"100"%,"23",
"Asian Economic Papers","ASIAN ECON PAP","MIT PRESS","1535-3516","1536-0083","ECONOMICS","SSCI","451","1.1","1.75","2.1","1.54"%,"100"%,"32",
"Australian Journal of Career Development","AUST J CAREER DEV","SAGE PUBLICATIONS LTD","1038-4162","2200-6974","PSYCHOLOGY, APPLIED","ESCI","438","2","0.57","1.8","27.27"%,"96.3"%,"27",
"Business and Human Rights Journal","BUS HUM RIGHTS J","CAMBRIDGE UNIV PRESS","2057-0198","2057-0201","BUSINESS","ESCI","435","1.4","1.33","1.9","65.17"%,"100"%,"16",
"Business and Human Rights Journal","BUS HUM RIGHTS J","CAMBRIDGE UNIV PRESS","2057-0198","2057-0201","LAW","ESCI","435","1.4","1.33","1.9","65.17"%,"100"%,"16",
"COMMONWEALTH & COMPARATIVE POLITICS","COMMONW COMP POLIT","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1466-2043","1743-9094","POLITICAL SCIENCE","ESCI","433","0.7","0.54","0.7","36.73"%,"100"%,"15",
"Asia Europe Journal","ASIA EUR J","SPRINGER HEIDELBERG","1610-2932","1612-1031","INTERNATIONAL RELATIONS","SSCI","422","1","0.76","1.5","29.03"%,"100"%,"21",
"Current Legal Problems","CURR LEGAL PROBL","OXFORD UNIV PRESS","0070-1998","2044-8422","LAW","SSCI","421","1.1","1.63","2.2","80"%,"100"%,"12",
"Communication Research and Practice","COMMUN RES PRACT","TAYLOR & FRANCIS LTD","2204-1451","2206-3374","COMMUNICATION","ESCI","417","0.9","0.52","1.6","38.2"%,"100"%,"41",
"Economics of Energy & Environmental Policy","ECON ENERGY ENV POL","INT ASSOC ENERGY ECONOMICS","2160-5882","2160-5890","ECONOMICS","SSCI","407","1.2","0.35","1.6","9.09"%,"94.74"%,"19",
"Economics of Energy & Environmental Policy","ECON ENERGY ENV POL","INT ASSOC ENERGY ECONOMICS","2160-5882","2160-5890","ENVIRONMENTAL STUDIES","SSCI","407","1.2","0.35","1.6","9.09"%,"94.74"%,"19",
"Decision-Washington","DECISION-WASHINGTON","EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC","2325-9965","2325-9973","PSYCHOLOGY, MULTIDISCIPLINARY","ESCI","404","1.2","0.51","1.4","17.44"%,"96.15"%,"26",
"American Law and Economics Review","AM LAW ECON REV","OXFORD UNIV PRESS INC","1465-7252","1465-7260","ECONOMICS","SSCI","404","0.8","0.75","1.1","6.45"%,"100"%,"10",
"American Law and Economics Review","AM LAW ECON REV","OXFORD UNIV PRESS INC","1465-7252","1465-7260","LAW","SSCI","404","0.8","0.75","1.1","6.45"%,"100"%,"10",
"REVUE ECONOMIQUE","REV ECON-FR","PRESSES FOND NAT SCI POLIT","0035-2764","1950-6694","ECONOMICS","ESCI","398","0.5","0.09","0.6","0.92"%,"100"%,"33",
"ATLANTIC ECONOMIC JOURNAL","ATLANTIC ECON J","SPRINGER","0197-4254","1573-9678","ECONOMICS","ESCI","393","0.8","0.19","0.6","18.03"%,"100"%,"25",
"Critical Finance Review","CRIT FINANC REV","NOW PUBLISHERS INC","2164-5744","2164-5760","BUSINESS, FINANCE","ESCI","391","2.5","0.55","2.2","0"%,"100"%,"14",
"Asian Economic Journal","ASIAN ECON J","WILEY","1351-3958","1467-8381","ECONOMICS","SSCI","378","1.1","0.28","1.2","12.73"%,"100"%,"16",
"Alternative Law Journal","ALTERN LAW J","SAGE PUBLICATIONS LTD","1037-969X","2398-9084","LAW","ESCI","372","0.6","0.78","0.8","45.19"%,"100"%,"51",
"Asian Development Review","ASIAN DEVELOP REV","WORLD SCIENTIFIC PUBL CO PTE LTD","0116-1105","1996-7241","DEVELOPMENT STUDIES","ESCI","369","1.1","0.36","N/A","56.25"%,"100"%,"25",
"Asian Development Review","ASIAN DEVELOP REV","WORLD SCIENTIFIC PUBL CO PTE LTD","0116-1105","1996-7241","ECONOMICS","ESCI","369","1.1","0.36","N/A","56.25"%,"100"%,"25",
"Asian Journal of Business Ethics","ASIAN J BUS ETHICS","SPRINGER","2210-6723","2210-6731","ETHICS","ESCI","367","3.2","1.19","2.5","8.54"%,"100"%,"38",
"Annals of Economics and Finance","ANN ECON FINANC","WUHAN UNIV JOURNALS PRESS","1529-7373","1529-7373","ECONOMICS","SSCI","361","0.5","0.1","0.4","0"%,"100"%,"24",
"Bio-based and Applied Economics","BIO-BASED APPL ECON","FIRENZE UNIV PRESS","2280-6180","2280-6172","ECONOMICS","ESCI","348","1.7","0.55","2","98.36"%,"95.24"%,"21",
"COLUMBIA JOURNAL OF TRANSNATIONAL LAW","COLUMBIA J TRANS LAW","COLUMBIA JOURNAL TRANSNATIONAL LAW ASSOC","0010-1931","2159-1814","INTERNATIONAL RELATIONS","SSCI","344","1","0.75","1.2","0"%,"100"%,"15",
"COLUMBIA JOURNAL OF TRANSNATIONAL LAW","COLUMBIA J TRANS LAW","COLUMBIA JOURNAL TRANSNATIONAL LAW ASSOC","0010-1931","2159-1814","LAW","SSCI","344","1","0.75","1.2","0"%,"100"%,"15",
"Action Learning","ACTION LEARN","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1476-7333","1476-7341","EDUCATION & EDUCATIONAL RESEARCH","ESCI","342","1.5","0.62","1","40"%,"96"%,"25",
"Accounting Perspectives","ACCOUNT PERSPECT","WILEY","1911-382X","1911-3838","BUSINESS, FINANCE","ESCI","331","0.9","0.29","1.8","40.63"%,"100"%,"27",
"Accounting Historians Journal","ACCOUNT HIST J","AMER ACCOUNTING ASSOC","0148-4184","2327-4468","BUSINESS, FINANCE","ESCI","330","1","0.28","0.9","0"%,"93.33"%,"15",
"AMERICAN BUSINESS LAW JOURNAL","AM BUS LAW J","WILEY","0002-7766","1744-1714","BUSINESS","SSCI","324","1.5","0.9","1.8","37.21"%,"100"%,"13",
"AMERICAN BUSINESS LAW JOURNAL","AM BUS LAW J","WILEY","0002-7766","1744-1714","LAW","SSCI","324","1.5","0.9","1.8","37.21"%,"100"%,"13",
"Asian Academy of Management Journal","ASIAN ACAD MANAG J","PENERBIT UNIV SAINS MALAYSIA","1394-2603","1985-8280","MANAGEMENT","ESCI","324","0.8","0.17","1.1","94.2"%,"94.74"%,"19",
"Annals of Finance","ANN FINANC","SPRINGER HEIDELBERG","1614-2446","1614-2454","BUSINESS, FINANCE","ESCI","324","0.7","0.21","1","35.59"%,"100"%,"25",
"Annals of Actuarial Science","ANN ACTUAR SCI","CAMBRIDGE UNIV PRESS","1748-4995","1748-5002","BUSINESS, FINANCE","ESCI","322","1","0.55","1.8","64.79"%,"96.67"%,"30",
"Annals of Actuarial Science","ANN ACTUAR SCI","CAMBRIDGE UNIV PRESS","1748-4995","1748-5002","ECONOMICS","ESCI","322","1","0.55","1.8","64.79"%,"96.67"%,"30",
"Annals of Actuarial Science","ANN ACTUAR SCI","CAMBRIDGE UNIV PRESS","1748-4995","1748-5002","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","ESCI","322","1","0.55","1.8","64.79"%,"96.67"%,"30",
"Annals of Actuarial Science","ANN ACTUAR SCI","CAMBRIDGE UNIV PRESS","1748-4995","1748-5002","SOCIAL SCIENCES, MATHEMATICAL METHODS","ESCI","322","1","0.55","1.8","64.79"%,"96.67"%,"30",
"Annals of Actuarial Science","ANN ACTUAR SCI","CAMBRIDGE UNIV PRESS","1748-4995","1748-5002","STATISTICS & PROBABILITY","ESCI","322","1","0.55","1.8","64.79"%,"96.67"%,"30",
"Economic Notes","ECON NOTES","WILEY","0391-5026","1468-0300","ECONOMICS","ESCI","318","1.4","0.32","1.2","11.9"%,"100"%,"17",
"Decisions in Economics and Finance","DECIS ECON FINANC","SPRINGER INT PUBL AG","1593-8883","1129-6569","SOCIAL SCIENCES, MATHEMATICAL METHODS","ESCI","316","0.7","0.36","1.2","48.48"%,"96.25"%,"80",
"Cliometrica","CLIOMETRICA","SPRINGER HEIDELBERG","1863-2505","1863-2513","ECONOMICS","SSCI","313","0.7","1.73","1.3","57.14"%,"100"%,"19",
"Cliometrica","CLIOMETRICA","SPRINGER HEIDELBERG","1863-2505","1863-2513","HISTORY","AHCI, SSCI","313","0.7","1.73","1.3","57.14"%,"100"%,"19",
"Cliometrica","CLIOMETRICA","SPRINGER HEIDELBERG","1863-2505","1863-2513","HISTORY OF SOCIAL SCIENCES","SSCI","313","0.7","1.73","1.3","57.14"%,"100"%,"19",
"CORNELL INTERNATIONAL LAW JOURNAL","CORNELL INT LAW J","CORNELL INT LAW JOURNAL","0010-8812","1930-7977","INTERNATIONAL RELATIONS","SSCI","312","0.3","0.05","0.5","0"%,"N/A","0",
"CORNELL INTERNATIONAL LAW JOURNAL","CORNELL INT LAW J","CORNELL INT LAW JOURNAL","0010-8812","1930-7977","LAW","SSCI","312","0.3","0.05","0.5","0"%,"N/A","0",
"ECONOMIC AND SOCIAL REVIEW","ECON SOC REV","ECONOMIC & SOCIAL STUDIES","0012-9984","0012-9984","ECONOMICS","SSCI","308","0.4","0.17","0.6","0"%,"100"%,"19",
"ECONOMIC AND SOCIAL REVIEW","ECON SOC REV","ECONOMIC & SOCIAL STUDIES","0012-9984","0012-9984","SOCIOLOGY","SSCI","308","0.4","0.17","0.6","0"%,"100"%,"19",
"Applied Ontology","APPL ONTOL","IOS PRESS","1570-5838","1875-8533","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","306","3.5","0.57","2.1","7.14"%,"100"%,"11",
"Applied Ontology","APPL ONTOL","IOS PRESS","1570-5838","1875-8533","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","306","3.5","0.57","2.1","7.14"%,"100"%,"11",
"Applied Ontology","APPL ONTOL","IOS PRESS","1570-5838","1875-8533","COMPUTER SCIENCE, THEORY & METHODS","SCIE","306","3.5","0.57","2.1","7.14"%,"100"%,"11",
"ACTA OECONOMICA","ACTA OECON","AKADEMIAI KIADO ZRT","0001-6373","1588-2659","ECONOMICS","SSCI","299","0.7","0.2","0.7","28.85"%,"96.3"%,"27",
"Accounting Economics and Law-A Convivium","ACCOUNT ECON LAW","WALTER DE GRUYTER GMBH","2194-6051","2152-2820","BUSINESS, FINANCE","ESCI","278","0.8","0.27","1.2","11.69"%,"100"%,"14",
"Central Bank Review","CENT BANK REV","CENTRAL BANK REPUBLIC TURKEY","1303-0701","1305-8800","ECONOMICS","ESCI","275","1.2","0.44","2.7","97.62"%,"100"%,"17",
"Asian Journal of Political Science","ASIAN J POLIT SCI","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0218-5377","1750-7812","POLITICAL SCIENCE","ESCI","274","1","0.53","1.3","7.25"%,"100"%,"37",
"TRIMESTRE ECONOMICO","TRIMEST ECON","FONDO CULTURA ECONOMICA","0041-3011","0041-3011","ECONOMICS","SSCI","272","0.5","0.09","0.5","95.92"%,"96.55"%,"29",
"African Journal of Agricultural and Resource Economics-AFJARE","AFR J AGRIC RESOUR E","AFRICAN ASSOC AGRICULTURAL ECONOMISTS","1993-3738","1993-3738","AGRICULTURAL ECONOMICS & POLICY","ESCI","268","0.5","0.18","0.6","0"%,"100"%,"12",
"Asian Journal of Business and Accounting","ASIAN J BUS ACCOUNT","UNIV MALAYA, FAC BUSINESS & ACCOUNTANCY","1985-4064","2180-3137","BUSINESS, FINANCE","ESCI","244","1.1","0.24","1.2","0"%,"100"%,"20",
"Asia Pacific Law Review","ASIA PAC LAW REV","TAYLOR & FRANCIS LTD","1019-2557","1875-8444","LAW","SSCI","235","1.7","1.85","1.5","26.37"%,"100"%,"19",
"Asian Academy of Management Journal of Accounting and Finance","ASIAN ACAD MANAG J A","PENERBIT UNIV SAINS MALAYSIA","1823-4992","2180-4192","BUSINESS, FINANCE","ESCI","222","0.5","0.17","1.1","98.33"%,"100"%,"20",
"Economics and Business Review","ECON BUS REV-POL","SCIENDO","2392-1641","2450-0097","ECONOMICS","ESCI","220","1.6","0.41","1.3","96.55"%,"100"%,"32",
"ALBERTA LAW REVIEW","ALTA LAW REV","UNIV ALBERTA","0002-4821","1925-8356","LAW","ESCI","213","0.4","0.56","0.4","0"%,"100"%,"32",
"AUSTRALIAN LAW JOURNAL","AUST LAW J","LAWBOOK CO LTD","0004-9611","0004-9611","LAW","ESCI","207","0.3","0.47","0.2","0"%,"100"%,"45",
"Economic History of Developing Regions","ECON HIST DEV REG","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2078-0389","2078-0397","HISTORY","ESCI","206","0.8","2.27","1.1","21.88"%,"85.71"%,"7",
"Accounting History Review","ACCOUNT HIST REV","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2155-2851","2155-286X","BUSINESS","ESCI","197","1.3","0.22","1.4","8"%,"100"%,"12",
"AUSTRALIAN ECONOMIC HISTORY REVIEW","AUST ECON HIST REV","WILEY","0004-8992","1467-8446","ECONOMICS","SSCI","196","1.3","0.6","0.9","33.33"%,"N/A","0",
"AUSTRALIAN ECONOMIC HISTORY REVIEW","AUST ECON HIST REV","WILEY","0004-8992","1467-8446","HISTORY OF SOCIAL SCIENCES","SSCI","196","1.3","0.6","0.9","33.33"%,"N/A","0",
"Asian-Pacific Economic Literature","ASIAN-PAC ECON LIT","WILEY","0818-9935","1467-8411","ECONOMICS","SSCI","193","0.9","0.25","0.9","11.67"%,"100"%,"33",
"Capital Markets Law Journal","CAP MARK LAW J","OXFORD UNIV PRESS","1750-7219","1750-7227","LAW","ESCI","191","1.1","1.05","0.8","28.17"%,"100"%,"24",
"Asian Journal of International Law","ASIAN J INT LAW","CAMBRIDGE UNIV PRESS","2044-2513","2044-2521","LAW","ESCI","183","1.6","1.01","1","59.57"%,"100"%,"9",
"Basic Income Studies","BASIC INCOME STUD","WALTER DE GRUYTER GMBH","2194-6094","1932-0183","ECONOMICS","ESCI","180","1.6","0.37","1.7","19.35"%,"100"%,"15",
"Adelaide Law Review","ADEL LAW REV","UNIV ADELAIDE","0065-1915","0065-1915","LAW","ESCI","180","0.3","0.37","0.4","0"%,"100"%,"16",
"African Review of Economics and Finance-AREF","AFR REV ECON FINANC","PORTHOLOGOS PRESS","2042-1478","2410-4906","ECONOMICS","ESCI","179","0.4","0.17","0.6","0"%,"95.83"%,"24",
"Air & Space Law","AIR SPACE LAW","KLUWER LAW INT","0927-3379","1875-8339","LAW","ESCI","176","0.6","0.61","0.5","0"%,"100"%,"33",
"Econ Journal Watch","ECON J WATCH","INST SPONTANEOUS ORDER ECONOMICS","1933-527X","1933-527X","ECONOMICS","SSCI","175","0.6","0.17","0.5","0"%,"94.12"%,"17",
"Applied Economic Analysis","APPL ECON ANAL","EMERALD GROUP PUBLISHING LTD","N/A","2632-7627","ECONOMICS","SSCI","172","2.5","0.78","2.5","100"%,"100"%,"17",
"BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS","BETRIEB FORSCH PRAX","VERLAG NEUE WIRTSCHAFTS-BRIEFE","0340-5370","0340-5370","BUSINESS","SSCI","167","0.2","0.01","0.2","0"%,"96.88"%,"32",
"BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS","BETRIEB FORSCH PRAX","VERLAG NEUE WIRTSCHAFTS-BRIEFE","0340-5370","0340-5370","MANAGEMENT","SSCI","167","0.2","0.01","0.2","0"%,"96.88"%,"32",
"FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE","FINANC UVER","CHARLES UNIV-PRAGUE","0015-1920","0015-1920","BUSINESS, FINANCE","SSCI","159","0.7","0.15","0.5","0"%,"100"%,"16",
