"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,2024 JCI,5 Year JIF,% of Citable OA,% of Articles in Citable items,Citable Items
"Health Policy and Technology","HEALTH POLICY TECHN","ELSEVIER SCI LTD","2211-8837","N/A","HEALTH POLICY & SERVICES","SSCI","1,590","3.7","1.23","3.8","34.26"%,"93.26"%,"89",
"International & Comparative Law Quarterly","INT COMP LAW Q","CAMBRIDGE UNIV PRESS","0020-5893","1471-6895","LAW","SSCI","1,529","2","2.26","2.1","61.54"%,"100"%,"27",
"FINANCIAL REVIEW","FINANC REV","WILEY","0732-8516","1540-6288","BUSINESS, FINANCE","ESCI","1,521","1.9","0.43","2.1","27.5"%,"100"%,"44",
"Information Technology & Tourism","INF TECHNOL TOUR","SPRINGER HEIDELBERG","1098-3058","1943-4294","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","1,520","7","1.86","8.4","30.56"%,"93.75"%,"16",
"INTERNATIONAL JOURNAL OF GENERAL SYSTEMS","INT J GEN SYST","TAYLOR & FRANCIS LTD","0308-1079","1563-5104","COMPUTER SCIENCE, THEORY & METHODS","SCIE","1,508","2.9","0.75","2.2","2.67"%,"100"%,"62",
"Energy Sources Part B-Economics Planning and Policy","ENERG SOURCE PART B","TAYLOR & FRANCIS INC","1556-7249","1556-7257","ENERGY & FUELS","SCIE","1,508","2.2","0.45","2.7","13.29"%,"98.08"%,"52",
"International Journal of Islamic and Middle Eastern Finance and Management","INT J ISLAMIC MIDDLE","EMERALD GROUP PUBLISHING LTD","1753-8394","1753-8408","BUSINESS, FINANCE","SSCI","1,507","2.2","0.67","3","1.79"%,"97.37"%,"76",
"International Journal of Islamic and Middle Eastern Finance and Management","INT J ISLAMIC MIDDLE","EMERALD GROUP PUBLISHING LTD","1753-8394","1753-8408","MANAGEMENT","SSCI","1,507","2.2","0.67","3","1.79"%,"97.37"%,"76",
"EXPLORATIONS IN ECONOMIC HISTORY","EXPLOR ECON HIST","ACADEMIC PRESS INC ELSEVIER SCIENCE","0014-4983","1090-2457","ECONOMICS","SSCI","1,488","1.7","1.56","2.3","40.71"%,"100"%,"55",
"EXPLORATIONS IN ECONOMIC HISTORY","EXPLOR ECON HIST","ACADEMIC PRESS INC ELSEVIER SCIENCE","0014-4983","1090-2457","HISTORY OF SOCIAL SCIENCES","SSCI","1,488","1.7","1.56","2.3","40.71"%,"100"%,"55",
"INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT","INT J CONFL MANAGE","EMERALD GROUP PUBLISHING LTD","1044-4068","1758-8545","COMMUNICATION","SSCI","1,473","2.6","1.13","2.8","5.22"%,"100"%,"24",
"European Journal of Training and Development","EUR J TRAIN DEV","EMERALD GROUP PUBLISHING LTD","2046-9012","2046-9020","MANAGEMENT","ESCI","1,470","2.8","0.54","3.2","9.59"%,"90"%,"40",
"International Journal of Energy Sector Management","INT J ENERGY SECT MA","EMERALD GROUP PUBLISHING LTD","1750-6220","1750-6239","MANAGEMENT","ESCI","1,442","3.3","0.72","2.8","1.59"%,"97.8"%,"91",
"INTERNATIONAL TAX AND PUBLIC FINANCE","INT TAX PUBLIC FINAN","SPRINGER","0927-5940","1573-6970","ECONOMICS","SSCI","1,440","1.4","0.37","1.5","42.95"%,"98.15"%,"54",
"International Journal of Financial Studies","INT J FINANC STUD","MDPI","2227-7072","2227-7072","BUSINESS, FINANCE","ESCI","1,438","2.2","0.62","2.3","100"%,"98.47"%,"131",
"INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING","INT J INF TECH DECIS","WORLD SCIENTIFIC PUBL CO PTE LTD","0219-6220","1793-6845","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","1,431","1.8","0.49","1.9","0.85"%,"100"%,"18",
"INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING","INT J INF TECH DECIS","WORLD SCIENTIFIC PUBL CO PTE LTD","0219-6220","1793-6845","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","1,431","1.8","0.49","1.9","0.85"%,"100"%,"18",
"INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING","INT J INF TECH DECIS","WORLD SCIENTIFIC PUBL CO PTE LTD","0219-6220","1793-6845","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","1,431","1.8","0.49","1.9","0.85"%,"100"%,"18",
"INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING","INT J INF TECH DECIS","WORLD SCIENTIFIC PUBL CO PTE LTD","0219-6220","1793-6845","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","1,431","1.8","0.49","1.9","0.85"%,"100"%,"18",
"International Journal of Sport Policy and Politics","INT J SPORT POLICY P","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1940-6940","1940-6959","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","1,429","2.8","0.69","3.1","45.19"%,"98"%,"50",
"GROUP DECISION AND NEGOTIATION","GROUP DECIS NEGOT","SPRINGER","0926-2644","1572-9907","MANAGEMENT","SSCI","1,420","2.5","1.12","2.4","25"%,"100"%,"40",
"GROUP DECISION AND NEGOTIATION","GROUP DECIS NEGOT","SPRINGER","0926-2644","1572-9907","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,420","2.5","1.12","2.4","25"%,"100"%,"40",
"International Journal of Accounting and Information Management","INT J ACCOUNT INF MA","EMERALD GROUP PUBLISHING LTD","1834-7649","1758-9037","MANAGEMENT","ESCI","1,418","4.9","1.09","5.5","1.72"%,"100"%,"38",
"International Journal of Accounting Information Systems","INT J ACCOUNT INF SY","ELSEVIER","1467-0895","1873-4723","BUSINESS","SSCI","1,414","6","1.19","6.3","32.1"%,"96.3"%,"27",
"International Journal of Accounting Information Systems","INT J ACCOUNT INF SY","ELSEVIER","1467-0895","1873-4723","BUSINESS, FINANCE","SSCI","1,414","6","1.19","6.3","32.1"%,"96.3"%,"27",
"International Journal of Accounting Information Systems","INT J ACCOUNT INF SY","ELSEVIER","1467-0895","1873-4723","MANAGEMENT","SSCI","1,414","6","1.19","6.3","32.1"%,"96.3"%,"27",
"EVALUATION REVIEW","EVALUATION REV","SAGE PUBLICATIONS INC","0193-841X","1552-3926","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,404","3.7","2.09","3.1","9.48"%,"96.3"%,"27",
"INTERNATIONAL REGIONAL SCIENCE REVIEW","INT REGIONAL SCI REV","SAGE PUBLICATIONS INC","0160-0176","1552-6925","ENVIRONMENTAL STUDIES","SSCI","1,385","2.1","0.49","2.4","14.29"%,"86.67"%,"15",
"INTERNATIONAL REGIONAL SCIENCE REVIEW","INT REGIONAL SCI REV","SAGE PUBLICATIONS INC","0160-0176","1552-6925","REGIONAL & URBAN PLANNING","SSCI","1,385","2.1","0.49","2.4","14.29"%,"86.67"%,"15",
"INTERNATIONAL REGIONAL SCIENCE REVIEW","INT REGIONAL SCI REV","SAGE PUBLICATIONS INC","0160-0176","1552-6925","URBAN STUDIES","SSCI","1,385","2.1","0.49","2.4","14.29"%,"86.67"%,"15",
"HIGHER EDUCATION QUARTERLY","HIGH EDUC Q","WILEY","0951-5224","1468-2273","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,377","2.3","1.24","2.7","44.85"%,"95.6"%,"91",
"EVENT MANAGEMENT","EVENT MANAGE","COGNIZANT COMMUNICATION CORP","1525-9951","1943-4308","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","1,377","1.5","0.43","1.5","10.57"%,"97.5"%,"80",
"INFORMATION SYSTEMS MANAGEMENT","INFORM SYST MANAGE","TAYLOR & FRANCIS INC","1058-0530","1934-8703","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","1,368","3.9","0.71","4.6","23.21"%,"100"%,"19",
"EURASIAN GEOGRAPHY AND ECONOMICS","EURASIAN GEOGR ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1538-7216","1938-2863","AREA STUDIES","SSCI","1,356","2.2","1.58","2.8","31"%,"96.43"%,"28",
"EURASIAN GEOGRAPHY AND ECONOMICS","EURASIAN GEOGR ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1538-7216","1938-2863","GEOGRAPHY","SSCI","1,356","2.2","1.58","2.8","31"%,"96.43"%,"28",
"International Environmental Agreements-Politics Law and Economics","INT ENVIRON AGREEM-P","SPRINGER","1567-9764","1573-1553","ECONOMICS","SSCI","1,323","3.1","1.65","2.9","68.18"%,"100"%,"32",
"International Environmental Agreements-Politics Law and Economics","INT ENVIRON AGREEM-P","SPRINGER","1567-9764","1573-1553","ENVIRONMENTAL STUDIES","SSCI","1,323","3.1","1.65","2.9","68.18"%,"100"%,"32",
"International Environmental Agreements-Politics Law and Economics","INT ENVIRON AGREEM-P","SPRINGER","1567-9764","1573-1553","LAW","SSCI","1,323","3.1","1.65","2.9","68.18"%,"100"%,"32",
"International Environmental Agreements-Politics Law and Economics","INT ENVIRON AGREEM-P","SPRINGER","1567-9764","1573-1553","POLITICAL SCIENCE","SSCI","1,323","3.1","1.65","2.9","68.18"%,"100"%,"32",
"International Journal of Sports Marketing & Sponsorship","INT J SPORT MARK SPO","EMERALD GROUP PUBLISHING LTD","1464-6668","2515-7841","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","1,322","2.7","0.76","3.4","9.74"%,"98.7"%,"77",
"FINANCE AND STOCHASTICS","FINANC STOCH","SPRINGER HEIDELBERG","0949-2984","1432-1122","BUSINESS, FINANCE","SSCI","1,310","1.4","0.49","1.8","48.86"%,"100"%,"29",
"FINANCE AND STOCHASTICS","FINANC STOCH","SPRINGER HEIDELBERG","0949-2984","1432-1122","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,310","1.4","0.49","1.8","48.86"%,"100"%,"29",
"FINANCE AND STOCHASTICS","FINANC STOCH","SPRINGER HEIDELBERG","0949-2984","1432-1122","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","1,310","1.4","0.49","1.8","48.86"%,"100"%,"29",
"FINANCE AND STOCHASTICS","FINANC STOCH","SPRINGER HEIDELBERG","0949-2984","1432-1122","STATISTICS & PROBABILITY","SCIE","1,310","1.4","0.49","1.8","48.86"%,"100"%,"29",
"INTERNATIONAL JOURNAL OF GAME THEORY","INT J GAME THEORY","SPRINGER HEIDELBERG","0020-7276","1432-1270","ECONOMICS","SSCI","1,305","0.4","0.19","0.5","38.1"%,"100"%,"30",
"INTERNATIONAL JOURNAL OF GAME THEORY","INT J GAME THEORY","SPRINGER HEIDELBERG","0020-7276","1432-1270","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,305","0.4","0.19","0.5","38.1"%,"100"%,"30",
"INTERNATIONAL JOURNAL OF GAME THEORY","INT J GAME THEORY","SPRINGER HEIDELBERG","0020-7276","1432-1270","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","1,305","0.4","0.19","0.5","38.1"%,"100"%,"30",
"INTERNATIONAL JOURNAL OF GAME THEORY","INT J GAME THEORY","SPRINGER HEIDELBERG","0020-7276","1432-1270","STATISTICS & PROBABILITY","SCIE","1,305","0.4","0.19","0.5","38.1"%,"100"%,"30",
"IMF Economic Review","IMF ECON REV","PALGRAVE MACMILLAN LTD","2041-4161","2041-417X","BUSINESS, FINANCE","SSCI","1,301","2.2","0.8","3.7","0"%,"100"%,"42",
"IMF Economic Review","IMF ECON REV","PALGRAVE MACMILLAN LTD","2041-4161","2041-417X","ECONOMICS","SSCI","1,301","2.2","0.8","3.7","0"%,"100"%,"42",
"Impact Assessment and Project Appraisal","IMPACT ASSESS PROJ A","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1461-5517","1471-5465","ENVIRONMENTAL STUDIES","SSCI","1,301","1.9","0.44","2.1","30.58"%,"97.67"%,"43",
"INDUSTRIAL RELATIONS","IND RELAT","WILEY","0019-8676","1468-232X","INDUSTRIAL RELATIONS & LABOR","SSCI","1,295","2.6","0.89","2.6","62.69"%,"100"%,"22",
"Industry and Higher Education","IND HIGHER EDUC","SAGE PUBLICATIONS LTD","0950-4222","2043-6858","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,292","1.9","1.07","2.4","23.08"%,"100"%,"61",
"EuroMed Journal of Business","EUROMED J BUS","EMERALD GROUP PUBLISHING LTD","1450-2194","1758-888X","BUSINESS","ESCI","1,291","3.9","0.79","4.6","7.51"%,"98.39"%,"62",
"INFORMATION ECONOMICS AND POLICY","INF ECON POLICY","ELSEVIER","0167-6245","1873-5975","ECONOMICS","SSCI","1,259","3.2","1.1","4.1","33.8"%,"100"%,"20",
"Foresight","FORESIGHT","EMERALD GROUP PUBLISHING LTD","1463-6689","1465-9832","REGIONAL & URBAN PLANNING","ESCI","1,249","3.1","0.43","2.8","4.41"%,"98.18"%,"55",
"International Journal of Gender and Entrepreneurship","INT J GEND ENTREP","EMERALD GROUP PUBLISHING LTD","1756-6266","1756-6274","BUSINESS","ESCI","1,228","3.4","0.61","4.6","20.9"%,"100"%,"31",
"Evaluation","EVALUATION-US","SAGE PUBLICATIONS INC","1356-3890","1461-7153","SOCIAL SCIENCES, INTERDISCIPLINARY","SSCI","1,228","1.6","0.9","2","37.93"%,"100"%,"25",
"International Journal of Business Communication","INT J BUS COMMUN","SAGE PUBLICATIONS INC","2329-4884","2329-4892","BUSINESS","SSCI","1,225","3.1","1.1","4","7.96"%,"100"%,"40",
"International Journal of Business Communication","INT J BUS COMMUN","SAGE PUBLICATIONS INC","2329-4884","2329-4892","COMMUNICATION","SSCI","1,225","3.1","1.1","4","7.96"%,"100"%,"40",
"INTERNATIONAL LABOUR REVIEW","INT LABOUR REV","OPEN LIBRARY HUMANITIES","0020-7780","1564-913X","ECONOMICS","SSCI","1,220","2.6","0.98","2.1","18.18"%,"96.67"%,"30",
"INTERNATIONAL LABOUR REVIEW","INT LABOUR REV","OPEN LIBRARY HUMANITIES","0020-7780","1564-913X","INDUSTRIAL RELATIONS & LABOR","SSCI","1,220","2.6","0.98","2.1","18.18"%,"96.67"%,"30",
"International Journal of Tourism Cities","INT J TOUR CITIES","EMERALD GROUP PUBLISHING LTD","2056-5607","2056-5615","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","1,220","2.3","0.73","3","13.07"%,"96.92"%,"65",
"International Journal of Central Banking","INT J CENT BANK","ASSOC INTERNATIONAL JOURNAL CENTRAL BANKING","1815-4654","1815-7556","BUSINESS, FINANCE","SSCI","1,211","1.5","0.33","1.7","0"%,"96.88"%,"32",
"Information Systems and E-Business Management","INF SYST E-BUS MANAG","SPRINGER HEIDELBERG","1617-9846","1617-9854","BUSINESS","SSCI","1,205","3.6","0.6","3.3","59.78"%,"100"%,"28",
"Information Systems and E-Business Management","INF SYST E-BUS MANAG","SPRINGER HEIDELBERG","1617-9846","1617-9854","MANAGEMENT","SSCI","1,205","3.6","0.6","3.3","59.78"%,"100"%,"28",
"Innovation-Organization & Management","INNOV-ORGAN MANAG","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1447-9338","2204-0226","MANAGEMENT","SSCI","1,203","1.8","0.66","3.5","45.31"%,"100"%,"20",
"Innovation-The European Journal of Social Science Research","INNOVATION-ABINGDON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1351-1610","1469-8412","SOCIOLOGY","SSCI","1,203","1.3","0.76","2.4","33.94"%,"100"%,"62",
"GROUP DYNAMICS-THEORY RESEARCH AND PRACTICE","GROUP DYN-THEOR RES","EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC","1089-2699","1930-7802","PSYCHOLOGY, SOCIAL","SSCI","1,190","2.2","0.7","2.5","0"%,"100"%,"20",
"INTERNATIONAL JOURNAL OF HEALTH CARE QUALITY ASSURANCE","INT J HEALTH CARE Q","EMERALD GROUP PUBLISHING LTD","0952-6862","1758-6542","HEALTH POLICY & SERVICES","ESCI","1,181","2.2","0.53","1.4","16.67"%,"85.71"%,"7",
"Global Knowledge Memory and Communication","GLOB KNOWL MEM COMMU","EMERALD GROUP PUBLISHING LTD","2514-9342","2514-9350","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","1,177","2.4","0.74","2.3","3.13"%,"95.47"%,"243",
"International Review of Retail Distribution and Consumer Research","INT REV RETAIL DISTR","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0959-3969","1466-4402","BUSINESS","ESCI","1,167","3","0.5","3.2","38.83"%,"100"%,"34",
"ENVIRONMENTAL AND ECOLOGICAL STATISTICS","ENVIRON ECOL STAT","SPRINGER","1352-8505","1573-3009","ENVIRONMENTAL SCIENCES","SCIE","1,142","1.8","0.97","2.4","43.69"%,"100"%,"46",
"ENVIRONMENTAL AND ECOLOGICAL STATISTICS","ENVIRON ECOL STAT","SPRINGER","1352-8505","1573-3009","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,142","1.8","0.97","2.4","43.69"%,"100"%,"46",
"ENVIRONMENTAL AND ECOLOGICAL STATISTICS","ENVIRON ECOL STAT","SPRINGER","1352-8505","1573-3009","STATISTICS & PROBABILITY","SCIE","1,142","1.8","0.97","2.4","43.69"%,"100"%,"46",
"Financial Accountability & Management","FINANC ACCOUNT MANAG","WILEY","0267-4424","1468-0408","BUSINESS, FINANCE","ESCI","1,137","2.6","0.69","3.1","68.24"%,"94.44"%,"36",
"INTERNATIONAL JOURNAL OF AUDITING","INT J AUDIT","WILEY","1090-6738","1099-1123","BUSINESS, FINANCE","SSCI","1,133","1.4","0.45","2.6","38.3"%,"100"%,"26",
"International Journal of Wine Business Research","INT J WINE BUS RES","EMERALD GROUP PUBLISHING LTD","1751-1062","1751-1070","AGRONOMY","ESCI","1,117","2.7","0.8","3.1","4.49"%,"100"%,"35",
"IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION","IEEE T PROF COMMUN","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0361-1434","1558-1500","COMMUNICATION","SSCI","1,111","1.8","0.63","1.9","4.82"%,"93.33"%,"30",
"International Journal of Managerial Finance","INT J MANAG FINANC","EMERALD GROUP PUBLISHING LTD","1743-9132","1758-6569","BUSINESS, FINANCE","ESCI","1,107","2.2","0.55","2.5","0.76"%,"100"%,"35",
"International Journal of Healthcare Management","INT J HEALTHCARE MAN","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2047-9700","2047-9719","HEALTH POLICY & SERVICES","ESCI","1,101","1.1","0.48","1.7","10.73"%,"87.64"%,"89",
"Flexible Services and Manufacturing Journal","FLEX SERV MANUF J","SPRINGER","1936-6582","1936-6590","ENGINEERING, INDUSTRIAL","SCIE","1,099","3.2","0.56","2.9","34.51"%,"100"%,"59",
"Flexible Services and Manufacturing Journal","FLEX SERV MANUF J","SPRINGER","1936-6582","1936-6590","ENGINEERING, MANUFACTURING","SCIE","1,099","3.2","0.56","2.9","34.51"%,"100"%,"59",
"Flexible Services and Manufacturing Journal","FLEX SERV MANUF J","SPRINGER","1936-6582","1936-6590","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","1,099","3.2","0.56","2.9","34.51"%,"100"%,"59",
"International Journal of Hospitality & Tourism Administration","INT J HOSP TOUR ADM","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1525-6480","1525-6499","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","1,094","2.7","0.85","3.2","5.52"%,"100"%,"40",
"INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY","INT J SPORT PSYCHOL","EDIZIONI LUIGI POZZI","0047-0767","N/A","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","1,085","0.6","0.21","0.7","0"%,"100"%,"30",
"INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY","INT J SPORT PSYCHOL","EDIZIONI LUIGI POZZI","0047-0767","N/A","PSYCHOLOGY","SCIE","1,085","0.6","0.21","0.7","0"%,"100"%,"30",
"INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY","INT J SPORT PSYCHOL","EDIZIONI LUIGI POZZI","0047-0767","N/A","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","1,085","0.6","0.21","0.7","0"%,"100"%,"30",
"INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY","INT J SPORT PSYCHOL","EDIZIONI LUIGI POZZI","0047-0767","N/A","SPORT SCIENCES","SCIE","1,085","0.6","0.21","0.7","0"%,"100"%,"30",
"International Journal of Housing Markets and Analysis","INT J HOUS MARK ANAL","EMERALD GROUP PUBLISHING LTD","1753-8270","1753-8289","URBAN STUDIES","ESCI","1,073","2","0.56","1.9","3.45"%,"100"%,"81",
"FISCAL STUDIES","FISC STUD","WILEY","0143-5671","1475-5890","BUSINESS, FINANCE","SSCI","1,065","1.3","0.56","3.4","75.32"%,"97.06"%,"34",
"FISCAL STUDIES","FISC STUD","WILEY","0143-5671","1475-5890","ECONOMICS","SSCI","1,065","1.3","0.56","3.4","75.32"%,"97.06"%,"34",
"HISTORY OF POLITICAL ECONOMY","HIST POLIT ECON","DUKE UNIV PRESS","0018-2702","1527-1919","ECONOMICS","SSCI","1,060","0.9","0.67","1","0"%,"95.56"%,"45",
"HISTORY OF POLITICAL ECONOMY","HIST POLIT ECON","DUKE UNIV PRESS","0018-2702","1527-1919","HISTORY OF SOCIAL SCIENCES","SSCI","1,060","0.9","0.67","1","0"%,"95.56"%,"45",
"Education Economics","EDUC ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0964-5292","1469-5782","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,053","0.9","0.44","1.3","26.32"%,"100"%,"49",
"Electronic Journal of Information Systems in Developing Countries","ELECTR J INF SYS DEV","WILEY","1681-4835","1681-4835","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","1,052","1.4","0.56","1.7","22.69"%,"100"%,"34",
"International Journal of Entrepreneurship and Innovation","INT J ENTREP INNOV","SAGE PUBLICATIONS INC","1465-7503","2043-6882","BUSINESS","ESCI","1,048","2.2","0.41","2.9","40.65"%,"100"%,"38",
"Information Retrieval Journal","INFORM RETRIEVAL J","SPRINGER","1386-4564","1573-7659","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","1,031","1.9","0.54","2.4","33.33"%,"N/A","0",
"International Review of Applied Economics","INT REV APPL ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0269-2171","1465-3486","ECONOMICS","ESCI","1,030","1.6","0.44","1.6","22.96"%,"89.55"%,"67",
"International Journal of Cross Cultural Management","INT J CROSS CULT MAN","SAGE PUBLICATIONS INC","1470-5958","1741-2838","MANAGEMENT","ESCI","1,019","2.4","0.57","3.2","25.93"%,"100"%,"32",
"Higher Education Skills and Work-based Learning","HIGH EDUC SKILL WORK","EMERALD GROUP PUBLISHING LTD","2042-3896","2042-390X","EDUCATION & EDUCATIONAL RESEARCH","ESCI","987","1.8","0.93","2.1","8.3"%,"96.34"%,"82",
"International Journal of Strategic Communication","INT J STRATEG COMMUN","TAYLOR & FRANCIS LTD","1553-118X","1553-1198","COMMUNICATION","ESCI","980","1.9","1.02","N/A","30"%,"100"%,"35",
"European Journal of Sociology-Archives Europeennes de Sociologie","EUR J SOCIOL","CAMBRIDGE UNIV PRESS","0003-9756","1474-0583","SOCIOLOGY","SSCI","962","1.5","0.73","1.8","52.38"%,"91.67"%,"12",
"INTERNATIONAL REVIEW OF LAW AND ECONOMICS","INT REV LAW ECON","ELSEVIER SCIENCE INC","0144-8188","1873-6394","ECONOMICS","SSCI","955","1","0.75","1.1","22"%,"97.14"%,"35",
"INTERNATIONAL REVIEW OF LAW AND ECONOMICS","INT REV LAW ECON","ELSEVIER SCIENCE INC","0144-8188","1873-6394","LAW","SSCI","955","1","0.75","1.1","22"%,"97.14"%,"35",
"INTERNATIONAL JOURNAL OF VEHICLE DESIGN","INT J VEHICLE DES","INDERSCIENCE ENTERPRISES LTD","0143-3369","1741-5314","ENGINEERING, MECHANICAL","SCIE","950","0.7","0.13","1.4","35.34"%,"100"%,"36",
"INTERNATIONAL JOURNAL OF VEHICLE DESIGN","INT J VEHICLE DES","INDERSCIENCE ENTERPRISES LTD","0143-3369","1741-5314","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","950","0.7","0.13","1.4","35.34"%,"100"%,"36",
"International Journal of Quality and Service Sciences","INT J QUAL SERV SCI","EMERALD GROUP PUBLISHING LTD","1756-669X","1756-6703","MANAGEMENT","ESCI","943","3.9","0.68","3.3","4.62"%,"96"%,"25",
"International Review of Finance","INT REV FINANC","WILEY","1369-412X","1468-2443","BUSINESS, FINANCE","SSCI","939","2.6","0.61","2.2","25"%,"100"%,"28",
"Inzinerine Ekonomika-Engineering Economics","INZ EKON","KAUNAS UNIV TECHNOL","1392-2785","2029-5839","ECONOMICS","SSCI","938","2","0.81","1.8","98.33"%,"100"%,"40",
"International Gambling Studies","INT GAMBL STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1445-9795","1479-4276","SUBSTANCE ABUSE","SSCI","928","1.8","0.82","2.2","32.5"%,"100"%,"16",
"European Journal of International Management","EUR J INT MANAG","INDERSCIENCE ENTERPRISES LTD","1751-6757","1751-6765","MANAGEMENT","SSCI","922","0.9","0.3","1.4","5.14"%,"100"%,"83",
"International Journal of Training and Development","INT J TRAIN DEV","WILEY","1360-3736","1468-2419","MANAGEMENT","ESCI","904","1.5","0.36","2","56"%,"95"%,"20",
"Health Economics Policy and Law","HEALTH ECON POLICY L","CAMBRIDGE UNIV PRESS","1744-1331","1744-134X","HEALTH POLICY & SERVICES","SSCI","893","3.3","1.26","2.7","67.39"%,"96.77"%,"31",
"Information Technology & Management","INFORM TECHNOL MANAG","SPRINGER","1385-951X","1573-7667","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","888","2.9","0.68","2.8","12.09"%,"100"%,"27",
"Information Technology & Management","INFORM TECHNOL MANAG","SPRINGER","1385-951X","1573-7667","MANAGEMENT","SSCI","888","2.9","0.68","2.8","12.09"%,"100"%,"27",
"International Journal of Automation Technology","INT J AUTO TECH-JPN","FUJI TECHNOLOGY PRESS LTD","1881-7629","1883-8022","AUTOMATION & CONTROL SYSTEMS","ESCI","867","0.8","0.17","1","100"%,"96.15"%,"78",
"Eurasian Business Review","EURASIAN BUS REV","SPRINGER HEIDELBERG","1309-4297","2147-4281","BUSINESS","SSCI","856","3.5","1.03","3.7","43.68"%,"100"%,"32",
"Eurasian Business Review","EURASIAN BUS REV","SPRINGER HEIDELBERG","1309-4297","2147-4281","ECONOMICS","SSCI","856","3.5","1.03","3.7","43.68"%,"100"%,"32",
"Eurasian Business Review","EURASIAN BUS REV","SPRINGER HEIDELBERG","1309-4297","2147-4281","MANAGEMENT","SSCI","856","3.5","1.03","3.7","43.68"%,"100"%,"32",
"European Law Journal","EUR LAW J","WILEY","1351-5993","1468-0386","LAW","SSCI","849","2.2","2.25","1.8","56.96"%,"100"%,"38",
"Informatics for Health & Social Care","INFORM HEALTH SOC CA","TAYLOR & FRANCIS INC","1753-8157","1753-8165","HEALTH CARE SCIENCES & SERVICES","SCIE","847","2.4","0.64","3","12.77"%,"94.12"%,"17",
"Informatics for Health & Social Care","INFORM HEALTH SOC CA","TAYLOR & FRANCIS INC","1753-8157","1753-8165","MEDICAL INFORMATICS","SCIE","847","2.4","0.64","3","12.77"%,"94.12"%,"17",
