"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,2024 JCI,5 Year JIF,% of Citable OA,% of Articles in Citable items,Citable Items
"RESEARCH-TECHNOLOGY MANAGEMENT","RES TECHNOL MANAGE","TAYLOR & FRANCIS INC","0895-6308","1930-0166","ENGINEERING, INDUSTRIAL","SCIE","1,731","3","0.3","3.4","28.28"%,"100"%,"51",
"RESEARCH-TECHNOLOGY MANAGEMENT","RES TECHNOL MANAGE","TAYLOR & FRANCIS INC","0895-6308","1930-0166","MANAGEMENT","SSCI","1,731","3","0.3","3.4","28.28"%,"100"%,"51",
"Qualitative Market Research","QUAL MARK RES","EMERALD GROUP PUBLISHING LTD","1352-2752","1758-7646","BUSINESS","ESCI","1,727","2.5","0.42","2.5","7.08"%,"100"%,"38",
"Operational Research","OPER RES-GER","SPRINGER HEIDELBERG","1109-2858","1866-1505","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","1,665","2.7","0.53","2.6","24.1"%,"94.12"%,"68",
"Review of Economics of the Household","REV ECON HOUSEHOLD","SPRINGER","1569-5239","1573-7152","ECONOMICS","SSCI","1,649","2.2","1.09","3.3","39.22"%,"100"%,"63",
"NATIONAL TAX JOURNAL","NATL TAX J","UNIV CHICAGO PRESS","0028-0283","1944-7477","BUSINESS, FINANCE","SSCI","1,645","1.3","0.41","1.6","1.05"%,"100"%,"31",
"NATIONAL TAX JOURNAL","NATL TAX J","UNIV CHICAGO PRESS","0028-0283","1944-7477","ECONOMICS","SSCI","1,645","1.3","0.41","1.6","1.05"%,"100"%,"31",
"SOCIOLOGY OF SPORT JOURNAL","SOCIOL SPORT J","HUMAN KINETICS PUBL INC","0741-1235","1543-2785","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","1,627","2.2","0.82","2.1","4.64"%,"100"%,"52",
"SOCIOLOGY OF SPORT JOURNAL","SOCIOL SPORT J","HUMAN KINETICS PUBL INC","0741-1235","1543-2785","SOCIOLOGY","SSCI","1,627","2.2","0.82","2.1","4.64"%,"100"%,"52",
"SOCIOLOGY OF SPORT JOURNAL","SOCIOL SPORT J","HUMAN KINETICS PUBL INC","0741-1235","1543-2785","SPORT SCIENCES","SCIE","1,627","2.2","0.82","2.1","4.64"%,"100"%,"52",
"KYKLOS","KYKLOS","WILEY","0023-5962","1467-6435","ECONOMICS","SSCI","1,625","1.3","0.48","1.8","48.87"%,"100"%,"59",
"SOCIAL SERVICE REVIEW","SOC SERV REV","UNIV CHICAGO PRESS","0037-7961","1537-5404","SOCIAL WORK","SSCI","1,603","2.2","1.52","2.4","3.23"%,"100"%,"21",
"Journal of Transport and Land Use","J TRANSP LAND USE","UNIV MINNESOTA, CENTER TRANSPORTATION STUDIES","1938-7849","1938-7849","TRANSPORTATION","SSCI","1,575","2.2","0.44","2.9","92.86"%,"95.24"%,"42",
"SOCIAL CHOICE AND WELFARE","SOC CHOICE WELFARE","SPRINGER","0176-1714","1432-217X","ECONOMICS","SSCI","1,555","0.8","0.25","0.8","43.48"%,"100"%,"72",
"SOCIAL CHOICE AND WELFARE","SOC CHOICE WELFARE","SPRINGER","0176-1714","1432-217X","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","1,555","0.8","0.25","0.8","43.48"%,"100"%,"72",
"MIS Quarterly Executive","MIS Q EXEC","INDIANA UNIV, OPER & DECISION TECHNOL DEPT","1540-1960","1540-1979","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","1,552","2.9","0.76","6.1","0"%,"100"%,"26",
"MIS Quarterly Executive","MIS Q EXEC","INDIANA UNIV, OPER & DECISION TECHNOL DEPT","1540-1960","1540-1979","MANAGEMENT","SSCI","1,552","2.9","0.76","6.1","0"%,"100"%,"26",
"Journal of Tourism Futures","J TOUR FUTURES","EMERALD GROUP PUBLISHING LTD","2055-5911","2055-592X","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","1,510","6.6","1.94","6.3","97.2"%,"100"%,"40",
"Nonprofit Management & Leadership","NONPROFIT MANAG LEAD","WILEY PERIODICALS, INC","1048-6682","1542-7854","MANAGEMENT","SSCI","1,506","1.9","0.73","2.6","27.12"%,"100"%,"28",
"Nonprofit Management & Leadership","NONPROFIT MANAG LEAD","WILEY PERIODICALS, INC","1048-6682","1542-7854","PUBLIC ADMINISTRATION","SSCI","1,506","1.9","0.73","2.6","27.12"%,"100"%,"28",
"Strategic Change-Briefings in Entrepreneurial Finance","STRATEG CHANG","JOHN WILEY & SONS LTD","1086-1718","1099-1697","BUSINESS, FINANCE","ESCI","1,501","4","1.11","3.6","29.55"%,"89.29"%,"56",
"Scandinavian Journal of Hospitality and Tourism","SCAND J HOSP TOUR","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1502-2250","1502-2269","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","1,494","3.6","1.26","4.1","69.7"%,"100"%,"30",
"Scandinavian Journal of Hospitality and Tourism","SCAND J HOSP TOUR","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1502-2250","1502-2269","SOCIOLOGY","SSCI","1,494","3.6","1.26","4.1","69.7"%,"100"%,"30",
"REAL ESTATE ECONOMICS","REAL ESTATE ECON","WILEY","1080-8620","1540-6229","BUSINESS, FINANCE","SSCI","1,479","2","0.6","2.1","34.33"%,"100"%,"45",
"REAL ESTATE ECONOMICS","REAL ESTATE ECON","WILEY","1080-8620","1540-6229","ECONOMICS","SSCI","1,479","2","0.6","2.1","34.33"%,"100"%,"45",
"REAL ESTATE ECONOMICS","REAL ESTATE ECON","WILEY","1080-8620","1540-6229","URBAN STUDIES","SSCI","1,479","2","0.6","2.1","34.33"%,"100"%,"45",
"Social Justice Research","SOC JUSTICE RES","SPRINGER","0885-7466","1573-6725","PSYCHOLOGY, SOCIAL","SSCI","1,474","1.9","0.79","2.2","48.28"%,"93.33"%,"15",
"Social Justice Research","SOC JUSTICE RES","SPRINGER","0885-7466","1573-6725","SOCIOLOGY","SSCI","1,474","1.9","0.79","2.2","48.28"%,"93.33"%,"15",
"Maritime Economics & Logistics","MARIT ECON LOGIST","PALGRAVE MACMILLAN LTD","1479-2931","1479-294X","TRANSPORTATION","SSCI","1,466","4.8","0.9","4.9","17.89"%,"100"%,"28",
"STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT","STUD COMP INT DEV","SPRINGER","0039-3606","1936-6167","DEVELOPMENT STUDIES","SSCI","1,405","1.2","0.78","2.5","46.74"%,"100"%,"34",
"STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT","STUD COMP INT DEV","SPRINGER","0039-3606","1936-6167","INTERNATIONAL RELATIONS","SSCI","1,405","1.2","0.78","2.5","46.74"%,"100"%,"34",
"STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT","STUD COMP INT DEV","SPRINGER","0039-3606","1936-6167","POLITICAL SCIENCE","SSCI","1,405","1.2","0.78","2.5","46.74"%,"100"%,"34",
"Leadership","LEADERSHIP-LONDON","SAGE PUBLICATIONS INC","1742-7150","1742-7169","MANAGEMENT","SSCI","1,399","2.2","0.5","2.7","40.51"%,"100"%,"27",
"Organizational Psychology Review","ORGAN PSYCHOL REV","SAGE PUBLICATIONS INC","2041-3866","2041-3874","MANAGEMENT","SSCI","1,385","7.1","1.45","8.1","26.23"%,"100"%,"22",
"Organizational Psychology Review","ORGAN PSYCHOL REV","SAGE PUBLICATIONS INC","2041-3866","2041-3874","PSYCHOLOGY, APPLIED","SSCI","1,385","7.1","1.45","8.1","26.23"%,"100"%,"22",
"Review of African Political Economy","REV AFR POLIT ECON","ScienceOpen","0305-6244","1740-1720","AREA STUDIES","SSCI","1,382","1.6","1.23","1.8","1.64"%,"N/A","0",
"Review of African Political Economy","REV AFR POLIT ECON","ScienceOpen","0305-6244","1740-1720","POLITICAL SCIENCE","SSCI","1,382","1.6","1.23","1.8","1.64"%,"N/A","0",
"NETWORKS & SPATIAL ECONOMICS","NETW SPAT ECON","SPRINGER","1566-113X","1572-9427","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","1,361","1.5","0.37","2.2","21.24"%,"100"%,"50",
"NETWORKS & SPATIAL ECONOMICS","NETW SPAT ECON","SPRINGER","1566-113X","1572-9427","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","1,361","1.5","0.37","2.2","21.24"%,"100"%,"50",
"PARLIAMENTARY AFFAIRS","PARLIAMENT AFF","OXFORD UNIV PRESS","0031-2290","1460-2482","POLITICAL SCIENCE","SSCI","1,337","2.1","0.78","1.7","53.64"%,"100"%,"42",
"Policy Studies","POLICY STUD-UK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0144-2872","1470-1006","POLITICAL SCIENCE","SSCI","1,317","2.3","1.07","2.4","40.54"%,"94.92"%,"59",
"Policy Studies","POLICY STUD-UK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0144-2872","1470-1006","PUBLIC ADMINISTRATION","SSCI","1,317","2.3","1.07","2.4","40.54"%,"94.92"%,"59",
"PUBLIC ADMINISTRATION AND DEVELOPMENT","PUBLIC ADMIN DEVELOP","WILEY","0271-2075","1099-162X","DEVELOPMENT STUDIES","SSCI","1,309","2.1","0.76","2.5","35.29"%,"94.44"%,"36",
"PUBLIC ADMINISTRATION AND DEVELOPMENT","PUBLIC ADMIN DEVELOP","WILEY","0271-2075","1099-162X","PUBLIC ADMINISTRATION","SSCI","1,309","2.1","0.76","2.5","35.29"%,"94.44"%,"36",
"SURVIVAL","SURVIVAL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0039-6338","1468-2699","INTERNATIONAL RELATIONS","SSCI","1,309","1.9","0.9","1.6","2.44"%,"97.37"%,"76",
"SURVIVAL","SURVIVAL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0039-6338","1468-2699","POLITICAL SCIENCE","SSCI","1,309","1.9","0.9","1.6","2.44"%,"97.37"%,"76",
"Oxford Journal of Legal Studies","OXFORD J LEGAL STUD","OXFORD UNIV PRESS","0143-6503","1464-3820","LAW","SSCI","1,300","1","1.45","1.4","56.48"%,"88.89"%,"45",
"Service Business","SERV BUS","SPRINGER HEIDELBERG","1862-8516","1862-8508","BUSINESS","SSCI","1,296","4.1","0.95","4.4","26.88"%,"95.24"%,"21",
"Service Business","SERV BUS","SPRINGER HEIDELBERG","1862-8516","1862-8508","MANAGEMENT","SSCI","1,296","4.1","0.95","4.4","26.88"%,"95.24"%,"21",
"PUBLIC PERSONNEL MANAGEMENT","PUBLIC PERS MANAGE","SAGE PUBLICATIONS INC","0091-0260","1945-7421","INDUSTRIAL RELATIONS & LABOR","SSCI","1,276","2.6","1.1","3.1","21.62"%,"100"%,"24",
"PUBLIC PERSONNEL MANAGEMENT","PUBLIC PERS MANAGE","SAGE PUBLICATIONS INC","0091-0260","1945-7421","PUBLIC ADMINISTRATION","SSCI","1,276","2.6","1.1","3.1","21.62"%,"100"%,"24",
"SINGAPORE ECONOMIC REVIEW","SINGAP ECON REV","WORLD SCIENTIFIC PUBL CO PTE LTD","0217-5908","1793-6837","ECONOMICS","SSCI","1,261","1.2","0.58","1.3","1"%,"100"%,"129",
"Soccer & Society","SOCCER SOC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1466-0970","1743-9590","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","1,260","1.3","0.3","1.4","34.56"%,"100"%,"64",
"MACROECONOMIC DYNAMICS","MACROECON DYN","CAMBRIDGE UNIV PRESS","1365-1005","1469-8056","ECONOMICS","SSCI","1,260","0.8","0.28","0.9","32.35"%,"100"%,"77",
"Journal of Workplace Learning","J WORKPLACE LEARN","EMERALD GROUP PUBLISHING LTD","1366-5626","1758-7859","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,251","1.7","1","2.3","25.71"%,"97.96"%,"49",
"MANCHESTER SCHOOL","MANCH SCH","WILEY","1463-6786","1467-9957","ECONOMICS","SSCI","1,240","1.1","0.28","1.1","38.78"%,"97.37"%,"38",
"Oxford Development Studies","OXF DEV STUD","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1360-0818","1469-9966","DEVELOPMENT STUDIES","ESCI","1,216","1.2","0.42","1.5","41.79"%,"100"%,"26",
"Management","MANAGEMENT-FRANCE","ASSOC INT MANAGEMENT STRATEGIQUE-AIMS","1286-4692","1286-4692","MANAGEMENT","ESCI","1,211","1.9","0.22","1.6","94.44"%,"100"%,"23",
"REVIEW OF INDUSTRIAL ORGANIZATION","REV IND ORGAN","SPRINGER","0889-938X","1573-7160","ECONOMICS","SSCI","1,198","0.7","0.24","1.2","36.3"%,"100"%,"67",
"REVIEW OF INDUSTRIAL ORGANIZATION","REV IND ORGAN","SPRINGER","0889-938X","1573-7160","MANAGEMENT","SSCI","1,198","0.7","0.24","1.2","36.3"%,"100"%,"67",
"JOURNAL OF THEORETICAL PROBABILITY","J THEOR PROBAB","SPRINGER/PLENUM PUBLISHERS","0894-9840","1572-9230","STATISTICS & PROBABILITY","SCIE","1,195","0.6","0.35","0.8","25.45"%,"100"%,"61",
"Journal of Vocational Education and Training","J VOCAT EDUC TRAIN","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1363-6820","1747-5090","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,178","1.4","0.84","2.4","50.85"%,"97.62"%,"42",
"STATISTICS","STATISTICS-ABINGDON","TAYLOR & FRANCIS LTD","0233-1888","1029-4910","STATISTICS & PROBABILITY","SCIE","1,153","1","0.44","0.9","3.67"%,"100"%,"85",
"REVIEW OF WORLD ECONOMICS","REV WORLD ECON","SPRINGER","1610-2878","1610-2886","ECONOMICS","SSCI","1,151","1.2","0.57","1.8","36.29"%,"100"%,"53",
"REVIEW OF WORLD ECONOMICS","REV WORLD ECON","SPRINGER","1610-2878","1610-2886","INTERNATIONAL RELATIONS","SSCI","1,151","1.2","0.57","1.8","36.29"%,"100"%,"53",
"Measuring Business Excellence","MEAS BUS EXCELL","EMERALD GROUP PUBLISHING LTD","1368-3047","1758-8057","BUSINESS","ESCI","1,150","2.8","0.54","3.4","12.79"%,"100"%,"37",
"STOCHASTIC ANALYSIS AND APPLICATIONS","STOCH ANAL APPL","TAYLOR & FRANCIS INC","0736-2994","1532-9356","MATHEMATICS, APPLIED","SCIE","1,127","0.7","0.42","1.1","12.22"%,"100"%,"36",
"STOCHASTIC ANALYSIS AND APPLICATIONS","STOCH ANAL APPL","TAYLOR & FRANCIS INC","0736-2994","1532-9356","STATISTICS & PROBABILITY","SCIE","1,127","0.7","0.42","1.1","12.22"%,"100"%,"36",
"Public Policy and Administration","PUBLIC POLICY ADMIN","SAGE PUBLICATIONS LTD","0952-0767","1749-4192","PUBLIC ADMINISTRATION","SSCI","1,124","3.2","1.24","3.8","40.7"%,"96.15"%,"26",
"Scandinavian Actuarial Journal","SCAND ACTUAR J","TAYLOR & FRANCIS LTD","0346-1238","1651-2030","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,103","1.4","0.63","1.9","25.86"%,"100"%,"38",
"Scandinavian Actuarial Journal","SCAND ACTUAR J","TAYLOR & FRANCIS LTD","0346-1238","1651-2030","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","1,103","1.4","0.63","1.9","25.86"%,"100"%,"38",
"Scandinavian Actuarial Journal","SCAND ACTUAR J","TAYLOR & FRANCIS LTD","0346-1238","1651-2030","STATISTICS & PROBABILITY","SCIE","1,103","1.4","0.63","1.9","25.86"%,"100"%,"38",
"REVIEW OF POLITICAL ECONOMY","REV POLIT ECON","TAYLOR & FRANCIS LTD","0953-8259","1465-3982","ECONOMICS","ESCI","1,102","1.5","0.44","1.5","21.12"%,"100"%,"86",
"Quantitative Economics","QUANT ECON","WILEY","1759-7323","1759-7331","ECONOMICS","SSCI","1,093","2.2","0.84","2.6","100"%,"100"%,"33",
"Place Branding and Public Diplomacy","PLACE BRANDING PUBLI","PALGRAVE MACMILLAN LTD","1751-8040","1751-8059","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","1,069","1.9","0.48","2.4","29.46"%,"100"%,"56",
"METRIKA","METRIKA","SPRINGER HEIDELBERG","0026-1335","1435-926X","STATISTICS & PROBABILITY","SCIE","1,068","0.9","0.51","0.9","18.52"%,"100"%,"46",
"LIFETIME DATA ANALYSIS","LIFETIME DATA ANAL","SPRINGER","1380-7870","1572-9249","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,041","1","0.49","1.4","17.17"%,"100"%,"28",
"LIFETIME DATA ANALYSIS","LIFETIME DATA ANAL","SPRINGER","1380-7870","1572-9249","STATISTICS & PROBABILITY","SCIE","1,041","1","0.49","1.4","17.17"%,"100"%,"28",
"Social Enterprise Journal","SOC ENTERP J","EMERALD GROUP PUBLISHING LTD","1750-8614","1750-8533","BUSINESS","ESCI","1,035","3.5","0.6","3.3","11.61"%,"96.72"%,"61",
"Opsearch","OPSEARCH","SPRINGER INDIA","0030-3887","0975-0320","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","ESCI","1,033","1.8","0.34","1.8","4.94"%,"99.45"%,"182",
"North American Actuarial Journal","N AM ACTUAR J","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1092-0277","2325-0453","BUSINESS, FINANCE","ESCI","1,033","1.6","0.42","1.6","16.26"%,"100"%,"31",
"Stochastics-An International Journal of Probability and Stochastic Processes","STOCHASTICS","TAYLOR & FRANCIS LTD","1744-2508","1744-2516","MATHEMATICS, APPLIED","SCIE","1,015","0.9","0.46","1","12.68"%,"100"%,"55",
"Stochastics-An International Journal of Probability and Stochastic Processes","STOCHASTICS","TAYLOR & FRANCIS LTD","1744-2508","1744-2516","STATISTICS & PROBABILITY","SCIE","1,015","0.9","0.46","1","12.68"%,"100"%,"55",
"POST-SOVIET AFFAIRS","POST-SOV AFF","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1060-586X","1938-2855","AREA STUDIES","SSCI","1,005","3","1.82","2.8","37.5"%,"100"%,"28",
"POST-SOVIET AFFAIRS","POST-SOV AFF","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1060-586X","1938-2855","ECONOMICS","SSCI","1,005","3","1.82","2.8","37.5"%,"100"%,"28",
"POST-SOVIET AFFAIRS","POST-SOV AFF","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1060-586X","1938-2855","POLITICAL SCIENCE","SSCI","1,005","3","1.82","2.8","37.5"%,"100"%,"28",
"Review of Corporate Finance Studies","REV CORP FINANC STUD","OXFORD UNIV PRESS","2046-9128","2046-9136","BUSINESS, FINANCE","ESCI","1,002","2.2","0.63","6.2","21.98"%,"100"%,"27",
"MATHEMATICAL SOCIAL SCIENCES","MATH SOC SCI","ELSEVIER","0165-4896","1879-3118","ECONOMICS","SSCI","1,000","0.7","0.24","0.6","33.14"%,"100"%,"59",
"MATHEMATICAL SOCIAL SCIENCES","MATH SOC SCI","ELSEVIER","0165-4896","1879-3118","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,000","0.7","0.24","0.6","33.14"%,"100"%,"59",
"MATHEMATICAL SOCIAL SCIENCES","MATH SOC SCI","ELSEVIER","0165-4896","1879-3118","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","1,000","0.7","0.24","0.6","33.14"%,"100"%,"59",
"Pacific Accounting Review","PAC ACCOUNT REV","EMERALD GROUP PUBLISHING LTD","0114-0582","2041-5494","BUSINESS, FINANCE","ESCI","982","2.5","0.62","2.8","2.22"%,"100"%,"26",
"Local Economy","LOCAL ECON","SAGE PUBLICATIONS LTD","0269-0942","1470-9325","ECONOMICS","ESCI","957","1.6","0.49","1.8","48.54"%,"92"%,"25",
"Spatial Economic Analysis","SPAT ECON ANAL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1742-1772","1742-1780","ECONOMICS","SSCI","953","2.2","0.72","2.4","20.22"%,"100"%,"35",
"RATIONALITY AND SOCIETY","RATION SOC","SAGE PUBLICATIONS LTD","1043-4631","1461-7358","SOCIOLOGY","SSCI","935","1.3","0.71","1.2","41.94"%,"100"%,"17",
"STATISTICA NEERLANDICA","STAT NEERL","WILEY","0039-0402","1467-9574","STATISTICS & PROBABILITY","SCIE","932","0.8","0.6","1.1","36.26"%,"100"%,"28",
"Quarterly Journal of Political Science","Q J POLIT SCI","NOW PUBLISHERS INC","1554-0626","1554-0634","POLITICAL SCIENCE","SSCI","930","1.8","0.96","2.3","0"%,"100"%,"15",
"Journal of Tourism and Cultural Change","J TOUR CULT CHANGE","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1476-6825","1747-7654","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","924","2.5","0.64","2.5","9.38"%,"100"%,"17",
"Managing Sport and Leisure","MANAG SPORT LEIS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2375-0472","2375-0480","MANAGEMENT","ESCI","924","1.8","0.39","2.5","36.92"%,"100"%,"75",
"STATISTICAL MODELLING","STAT MODEL","SAGE PUBLICATIONS LTD","1471-082X","1477-0342","STATISTICS & PROBABILITY","SCIE","916","1","0.52","1.1","28.81"%,"100"%,"23",
"Knowledge and Process Management","KNOWL PROCESS MANAG","WILEY","1092-4604","1099-1441","MANAGEMENT","ESCI","912","1.7","0.61","2.7","32.14"%,"100"%,"20",
"REVIEW OF RADICAL POLITICAL ECONOMICS","REV RADICAL POL ECON","SAGE PUBLICATIONS INC","0486-6134","1552-8502","ECONOMICS","SSCI","911","1.1","0.3","1.4","10.48"%,"97.78"%,"45",
"Strategy Science","STRATEG SCI","INFORMS","2333-2050","2333-2077","MANAGEMENT","ESCI","903","3.4","1.11","4.6","3.8"%,"100"%,"27",
"Spanish Journal of Marketing-ESIC","SPAN J MARK-ESIC","EMERALD GROUP PUBLISHING LTD","2444-9695","2444-9709","BUSINESS","ESCI","891","5.3","1.27","N/A","96.63"%,"91.67"%,"48",
"Spanish Journal of Marketing-ESIC","SPAN J MARK-ESIC","EMERALD GROUP PUBLISHING LTD","2444-9695","2444-9709","MANAGEMENT","ESCI","891","5.3","1.27","N/A","96.63"%,"91.67"%,"48",
"Multinational Business Review","MULTINATL BUS REV","EMERALD GROUP PUBLISHING LTD","1525-383X","2054-1686","BUSINESS","SSCI","891","2.7","0.48","3.3","8.11"%,"92.86"%,"28",
"PACIFIC AFFAIRS","PAC AFF","PACIFIC AFFAIRS UNIV BRITISH COLUMBIA","0030-851X","1715-3379","AREA STUDIES","SSCI","881","1.2","1.36","1.2","0"%,"86.67"%,"30",
"NBER Macroeconomics Annual","NBER MACROECON ANNU","UNIV CHICAGO PRESS","0889-3365","1537-2642","ECONOMICS","SSCI","876","10.7","2.54","11","0"%,"100"%,"5",
"Qualitative Research in financial Markets","QUAL RES FINANC MARK","EMERALD GROUP PUBLISHING LTD","1755-4179","1755-4179","BUSINESS, FINANCE","ESCI","870","2.5","0.55","2.9","4.7"%,"91.23"%,"57",
"Law & Policy","LAW POLICY","WILEY","0265-8240","1467-9930","LAW","SSCI","868","1.6","1.56","1.6","51.56"%,"100"%,"18",
"Qualitative Research in Accounting and Management","QUAL RES ACCOUNT MAN","EMERALD GROUP PUBLISHING LTD","1176-6093","1758-7654","BUSINESS, FINANCE","SSCI","863","3.1","0.68","2.8","23.53"%,"96.15"%,"26",
"Qualitative Research in Accounting and Management","QUAL RES ACCOUNT MAN","EMERALD GROUP PUBLISHING LTD","1176-6093","1758-7654","MANAGEMENT","SSCI","863","3.1","0.68","2.8","23.53"%,"96.15"%,"26",
"Mineral Economics","MINER ECON","SPRINGER HEIDELBERG","2191-2203","2191-2211","ECONOMICS","ESCI","856","3.5","0.98","3.5","42.04"%,"98.28"%,"58",
"JOURNAL OF TRANSPORT ECONOMICS AND POLICY","J TRANSP ECON POLICY","UNIV BATH","0022-5258","1754-5951","ECONOMICS","SSCI","852","0.9","0.24","0.8","0"%,"100"%,"15",
"JOURNAL OF TRANSPORT ECONOMICS AND POLICY","J TRANSP ECON POLICY","UNIV BATH","0022-5258","1754-5951","TRANSPORTATION","SSCI","852","0.9","0.24","0.8","0"%,"100"%,"15",
"Marine Resource Economics","MAR RESOUR ECON","UNIV CHICAGO PRESS","0738-1360","2334-5985","ECONOMICS","SSCI","821","1.7","0.57","2.1","0"%,"100"%,"17",
"Marine Resource Economics","MAR RESOUR ECON","UNIV CHICAGO PRESS","0738-1360","2334-5985","ENVIRONMENTAL STUDIES","SSCI","821","1.7","0.57","2.1","0"%,"100"%,"17",
"Marine Resource Economics","MAR RESOUR ECON","UNIV CHICAGO PRESS","0738-1360","2334-5985","FISHERIES","SCIE","821","1.7","0.57","2.1","0"%,"100"%,"17",
"OPEN ECONOMIES REVIEW","OPEN ECON REV","SPRINGER","0923-7992","1573-708X","ECONOMICS","SSCI","819","1","0.38","1.5","35.29"%,"100"%,"50",
"POST-COMMUNIST ECONOMIES","POST-COMMUNIST ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1463-1377","1465-3958","ECONOMICS","SSCI","818","1.8","0.71","2","22"%,"100"%,"34",
"Qualitative Research in Organizations and Management","QUAL RES ORGAN MANAG","EMERALD GROUP PUBLISHING LTD","1746-5648","1746-5656","MANAGEMENT","ESCI","812","1.8","0.34","2.4","16.07"%,"100"%,"20",
"Sport Marketing Quarterly","SPORT MARKET Q","FIT PUBLISHING","1061-6934","1557-2528","BUSINESS","SSCI","810","1.4","0.35","1.9","0"%,"100"%,"18",
"Sport Marketing Quarterly","SPORT MARKET Q","FIT PUBLISHING","1061-6934","1557-2528","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","810","1.4","0.35","1.9","0"%,"100"%,"18",
"Studies in Economics and Finance","STUD ECON FINANC","EMERALD GROUP PUBLISHING LTD","1086-7376","1755-6791","BUSINESS, FINANCE","ESCI","783","2","0.64","2.1","5.41"%,"100"%,"49",
"Review of Asset Pricing Studies","REV ASSET PRICING ST","OXFORD UNIV PRESS","2045-9920","2045-9939","BUSINESS, FINANCE","ESCI","783","1.5","0.53","5.2","26.42"%,"100"%,"16",
"Property Management","PROP MANAG","EMERALD GROUP PUBLISHING LTD","0263-7472","1758-731X","MANAGEMENT","ESCI","782","1.5","0.32","1.6","4.31"%,"100"%,"35",
"Leadership in Health Services","LEADERSH HEALTH SERV","EMERALD GROUP PUBLISHING LTD","1751-1879","1751-1887","HEALTH POLICY & SERVICES","ESCI","770","1.8","0.7","2.1","18.42"%,"88.89"%,"36",
"SCOTTISH JOURNAL OF POLITICAL ECONOMY","SCOT J POLIT ECON","WILEY","0036-9292","1467-9485","ECONOMICS","SSCI","764","1.2","0.4","1.1","44.16"%,"100"%,"33",
"SCOTTISH JOURNAL OF POLITICAL ECONOMY","SCOT J POLIT ECON","WILEY","0036-9292","1467-9485","POLITICAL SCIENCE","SSCI","764","1.2","0.4","1.1","44.16"%,"100"%,"33",
"Review of Financial Economics","REV FINANC ECON","WILEY","1058-3300","1873-5924","BUSINESS, FINANCE","ESCI","757","1.4","0.3","1.5","31.03"%,"100"%,"25",
"SYSTEMIC PRACTICE AND ACTION RESEARCH","SYST PRACT ACT RES","SPRINGER/PLENUM PUBLISHERS","1094-429X","1573-9295","MANAGEMENT","SSCI","753","1.6","0.34","1.6","52.29"%,"90"%,"40",
