Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,2024 JCI,5 Year JIF,% of Citable OA,% of Articles in Citable items,Citable Items
"JOURNAL OF HOUSING ECONOMICS","J HOUS ECON","ACADEMIC PRESS INC ELSEVIER SCIENCE","1051-1377","1096-0791","ECONOMICS","SSCI","1,536","2.4","0.7","2.6","26.47"%,"96.55"%,"29",
"JOURNAL OF HOUSING ECONOMICS","J HOUS ECON","ACADEMIC PRESS INC ELSEVIER SCIENCE","1051-1377","1096-0791","URBAN STUDIES","SSCI","1,536","2.4","0.7","2.6","26.47"%,"96.55"%,"29",
"Journal of Quality Assurance in Hospitality & Tourism","J QUAL ASSUR HOSP TO","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1528-008X","1528-0098","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","1,518","2.3","0.67","2.9","3.54"%,"100"%,"72",
"Journal of Service Theory and Practice","J SERV THEOR PRACT","EMERALD GROUP PUBLISHING LTD","2055-6225","2055-6225","BUSINESS","SSCI","1,516","4.4","0.9","4.5","14.41"%,"93.75"%,"32",
"Journal of Service Theory and Practice","J SERV THEOR PRACT","EMERALD GROUP PUBLISHING LTD","2055-6225","2055-6225","MANAGEMENT","SSCI","1,516","4.4","0.9","4.5","14.41"%,"93.75"%,"32",
"JOURNAL OF SPORT & SOCIAL ISSUES","J SPORT SOC ISSUES","SAGE PUBLICATIONS INC","0193-7235","1552-7638","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","1,514","1.9","0.78","2.9","14.81"%,"100"%,"26",
"JOURNAL OF SPORT & SOCIAL ISSUES","J SPORT SOC ISSUES","SAGE PUBLICATIONS INC","0193-7235","1552-7638","SOCIOLOGY","SSCI","1,514","1.9","0.78","2.9","14.81"%,"100"%,"26",
"Journal of Electronic Commerce Research","J ELECTRON COMMER RE","CALIFORNIA STATE UNIV","1526-6133","1938-9027","BUSINESS","SSCI","1,504","3.4","0.6","4.7","0"%,"92.86"%,"14",
"Journal of Entrepreneurship in Emerging Economies","J ENTREP EMERG ECON","EMERALD GROUP PUBLISHING LTD","2053-4604","2053-4612","BUSINESS","ESCI","1,503","3","0.57","3.9","8.09"%,"97.5"%,"40",
"Journal of Heritage Tourism","J HERIT TOUR","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1743-873X","1747-6631","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","1,484","2.2","0.76","3.3","23.31"%,"100"%,"46",
"JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE","J LIBR INF SCI","SAGE PUBLICATIONS LTD","0961-0006","1741-6477","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","1,471","2.1","0.49","2.1","20"%,"87.8"%,"82",
"Journal of International Consumer Marketing","J INT CONSUM MARK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0896-1530","1528-7068","BUSINESS","ESCI","1,461","2.8","0.41","3.2","15.19"%,"100"%,"28",
"JOURNAL OF ECONOMICS AND BUSINESS","J ECON BUS","ELSEVIER SCIENCE INC","0148-6195","0148-6195","BUSINESS, FINANCE","ESCI","1,453","3.4","1.06","3.2","29.11"%,"100"%,"27",
"Journal of Accounting Auditing and Finance","J ACCOUNT AUDIT FINA","SAGE PUBLICATIONS INC","0148-558X","2160-4061","BUSINESS, FINANCE","ESCI","1,453","1.3","0.29","1.9","9.35"%,"100"%,"31",
"Journal of Multinational Financial Management","J MULTINATL FINANC M","ELSEVIER","1042-444X","1873-1309","BUSINESS, FINANCE","SSCI","1,448","4","1.14","4.9","12.33"%,"100"%,"19",
"Journal of Institutional Economics","J I ECON","CAMBRIDGE UNIV PRESS","1744-1374","1744-1382","ECONOMICS","SSCI","1,438","2.5","0.75","2.4","50"%,"94.12"%,"34",
"JOURNAL OF SCHEDULING","J SCHEDULING","SPRINGER","1094-6136","1099-1425","ENGINEERING, MANUFACTURING","SCIE","1,438","1.8","0.28","1.7","36.45"%,"100"%,"30",
"JOURNAL OF SCHEDULING","J SCHEDULING","SPRINGER","1094-6136","1099-1425","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","1,438","1.8","0.28","1.7","36.45"%,"100"%,"30",
"JOURNAL OF HEALTH POLITICS POLICY AND LAW","J HEALTH POLIT POLIC","DUKE UNIV PRESS","0361-6878","N/A","HEALTH CARE SCIENCES & SERVICES","SCIE","1,356","2.8","1.49","2.6","3.36"%,"95.83"%,"48",
"JOURNAL OF HEALTH POLITICS POLICY AND LAW","J HEALTH POLIT POLIC","DUKE UNIV PRESS","0361-6878","N/A","HEALTH POLICY & SERVICES","SSCI","1,356","2.8","1.49","2.6","3.36"%,"95.83"%,"48",
"JOURNAL OF HEALTH POLITICS POLICY AND LAW","J HEALTH POLIT POLIC","DUKE UNIV PRESS","0361-6878","N/A","SOCIAL ISSUES","SSCI","1,356","2.8","1.49","2.6","3.36"%,"95.83"%,"48",
"JOURNAL OF HEALTH POLITICS POLICY AND LAW","J HEALTH POLIT POLIC","DUKE UNIV PRESS","0361-6878","N/A","SOCIAL SCIENCES, BIOMEDICAL","SSCI","1,356","2.8","1.49","2.6","3.36"%,"95.83"%,"48",
"Journal of Education and Work","J EDUC WORK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1363-9080","1469-9435","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,327","1.7","0.81","2","46.73"%,"100"%,"21",
"Journal of Education for Business","J EDUC BUS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0883-2323","1940-3356","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,324","0.7","0.59","1.4","9.52"%,"100"%,"27",
"Journal of Modelling in Management","J MODEL MANAG","EMERALD GROUP PUBLISHING LTD","1746-5664","1746-5672","MANAGEMENT","ESCI","1,321","2.2","0.48","2.5","0.51"%,"96.81"%,"94",
"Journal of Sports Economics","J SPORT ECON","SAGE PUBLICATIONS INC","1527-0025","1552-7794","ECONOMICS","SSCI","1,321","1.5","0.47","1.9","14.16"%,"100"%,"39",
"Journal of Sports Economics","J SPORT ECON","SAGE PUBLICATIONS INC","1527-0025","1552-7794","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","1,321","1.5","0.47","1.9","14.16"%,"100"%,"39",
"JOURNAL OF AFRICAN ECONOMIES","J AFR ECON","OXFORD UNIV PRESS","0963-8024","1464-3723","ECONOMICS","SSCI","1,315","1.5","0.41","1.7","48.6"%,"100"%,"33",
"Journal of Choice Modelling","J CHOICE MODEL","ELSEVIER SCI LTD","1755-5345","1755-5345","ECONOMICS","SSCI","1,297","2.4","0.81","3.7","45.87"%,"92.31"%,"39",
"Journal of Enterprising Communities-People and Places in the Global Economy","J ENTERP COMMUNITIES","EMERALD GROUP PUBLISHING LTD","1750-6204","1750-6212","BUSINESS","ESCI","1,290","2.5","0.49","3","5.69"%,"96.88"%,"32",
"Journal of Applied Corporate Finance","J APPL CORP FINANC","WILEY","1078-1196","1745-6622","BUSINESS, FINANCE","ESCI","1,278","1.4","0.38","1.8","23.76"%,"100"%,"33",
"Journal of Social Entrepreneurship","J SOC ENTREP","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1942-0676","1942-0684","BUSINESS","ESCI","1,277","1.8","0.4","3.6","21.26"%,"97.92"%,"48",
"Journal of International Accounting Auditing and Taxation","J INT ACCOUNT AUDIT","ELSEVIER","1061-9518","1879-1603","BUSINESS, FINANCE","ESCI","1,271","3.7","0.93","4.3","35.09"%,"95.24"%,"42",
"JOURNAL OF FINANCIAL SERVICES RESEARCH","J FINANC SERV RES","SPRINGER","0920-8550","1573-0735","BUSINESS, FINANCE","SSCI","1,262","2","0.55","1.9","29.69"%,"100"%,"16",
"Journal of Marketing Education","J MARKET EDUC","SAGE PUBLICATIONS INC","0273-4753","1552-6550","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,248","4.1","1.55","3.8","18.33"%,"100"%,"25",
"Journal of Comparative Policy Analysis","J COMP POLICY ANAL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1387-6988","1572-5448","PUBLIC ADMINISTRATION","SSCI","1,240","1.4","1.26","2.9","34.18"%,"100"%,"35",
"JOURNAL OF CONSUMER POLICY","J CONSUM POLICY","SPRINGER","0168-7034","1573-0700","BUSINESS","ESCI","1,225","1.6","0.35","2.5","61.76"%,"94.44"%,"18",
"Journal of Strategy and Management","J STRATEGY MANAG","EMERALD GROUP PUBLISHING LTD","1755-425X","1755-425X","MANAGEMENT","ESCI","1,224","3","0.79","3.8","8.59"%,"100"%,"54",
"Journal of Organizational and End User Computing","J ORGAN END USER COM","IGI GLOBAL","1546-2234","1546-5012","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","1,217","3.4","1.07","3.1","98.77"%,"98.92"%,"93",
"Journal of Organizational and End User Computing","J ORGAN END USER COM","IGI GLOBAL","1546-2234","1546-5012","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","1,217","3.4","1.07","3.1","98.77"%,"98.92"%,"93",
"Journal of Organizational and End User Computing","J ORGAN END USER COM","IGI GLOBAL","1546-2234","1546-5012","MANAGEMENT","SSCI","1,217","3.4","1.07","3.1","98.77"%,"98.92"%,"93",
"Journal of Asia Business Studies","J ASIA BUS STUD","EMERALD GROUP PUBLISHING LTD","1558-7894","1559-2243","BUSINESS","ESCI","1,212","3","0.53","3.5","1.88"%,"100"%,"74",
"JOURNAL OF INTERNATIONAL ECONOMIC LAW","J INT ECON LAW","OXFORD UNIV PRESS","1369-3034","1464-3758","LAW","SSCI","1,212","2.6","2.96","2.9","39.52"%,"100"%,"37",
"Journal of Economics","J ECON","SPRINGER WIEN","0931-8658","1617-7134","ECONOMICS","SSCI","1,206","1.7","0.27","1.7","28.13"%,"100"%,"39",
"Journal of Decision Systems","J DECIS SYST","TAYLOR & FRANCIS LTD","1246-0125","2116-7052","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","ESCI","1,202","4.3","0.76","4.2","29.87"%,"95.16"%,"62",
"Journal of Marketing Analytics","J MARK ANAL","PALGRAVE MACMILLAN LTD","2050-3318","2050-3326","BUSINESS","ESCI","1,174","3.5","0.62","5","26.26"%,"97.65"%,"85",
"JOURNAL OF LAW AND SOCIETY","J LAW SOC","WILEY","0263-323X","1467-6478","LAW","SSCI","1,168","1.9","1.26","1.8","68.52"%,"100"%,"32",
"JOURNAL OF LAW AND SOCIETY","J LAW SOC","WILEY","0263-323X","1467-6478","SOCIOLOGY","SSCI","1,168","1.9","1.26","1.8","68.52"%,"100"%,"32",
"Journal of the Asia Pacific Economy","J ASIA PAC ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1354-7860","1469-9648","ECONOMICS","SSCI","1,161","1.5","0.46","1.9","5.43"%,"92.86"%,"84",
"JOURNAL OF FOOD PRODUCTS MARKETING","J FOOD PROD MARK","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1045-4446","1540-4102","BUSINESS","ESCI","1,158","2.4","0.62","3.3","24.07"%,"100"%,"13",
"JOURNAL OF NONPARAMETRIC STATISTICS","J NONPARAMETR STAT","TAYLOR & FRANCIS LTD","1048-5252","1029-0311","STATISTICS & PROBABILITY","SCIE","1,149","0.9","0.48","1.1","13.71"%,"100"%,"56",
"Journal of Communication Management","J COMMUN MANAG","EMERALD GROUP PUBLISHING LTD","1363-254X","1478-0852","COMMUNICATION","ESCI","1,147","2.1","1.25","3.3","20"%,"100"%,"40",
"Journal of Contemporary Accounting & Economics","J CONTEMP ACCOUNT EC","ELSEVIER SCI LTD","1815-5669","1815-5669","BUSINESS, FINANCE","SSCI","1,130","2.9","0.87","3.9","13.41"%,"100"%,"33",
"Journal of Contemporary Accounting & Economics","J CONTEMP ACCOUNT EC","ELSEVIER SCI LTD","1815-5669","1815-5669","ECONOMICS","SSCI","1,130","2.9","0.87","3.9","13.41"%,"100"%,"33",
"Journal of Financial Services Marketing","J FINANC SERV MARK","PALGRAVE MACMILLAN LTD","1363-0539","1479-1846","BUSINESS","ESCI","1,124","4.3","0.76","4.1","11.76"%,"96.43"%,"28",
"Journal of Public Transportation","J PUBLIC TRANSPORT","ELSEVIER","1077-291X","2375-0901","TRANSPORTATION","SSCI","1,124","3.7","0.75","4.3","99.05"%,"100"%,"34",
"Journal of Accounting Literature","J ACCOUNT LIT","EMERALD GROUP PUBLISHING LTD","0737-4607","2452-1469","BUSINESS, FINANCE","ESCI","1,114","2.6","0.56","3.3","6.49"%,"98.78"%,"82",
"Journal of Accounting in Emerging Economies","J ACCOUNT EMERG ECON","EMERALD GROUP PUBLISHING LTD","2042-1168","2042-1176","BUSINESS, FINANCE","ESCI","1,106","3.8","0.88","3.9","6.19"%,"100"%,"28",
"Journal of International Financial Management & Accounting","J INT FIN MANAG ACC","WILEY","0954-1314","1467-646X","BUSINESS, FINANCE","SSCI","1,101","8.2","2.13","6.7","16.42"%,"100"%,"23",
"Journal of Behavioral Finance","J BEHAV FINANC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1542-7560","1542-7579","BUSINESS, FINANCE","SSCI","1,096","1.2","0.42","2.3","15.79"%,"100"%,"34",
"Journal of Behavioral Finance","J BEHAV FINANC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1542-7560","1542-7579","ECONOMICS","SSCI","1,096","1.2","0.42","2.3","15.79"%,"100"%,"34",
"Journal of Internet Commerce","J INTERNET COMMER","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1533-2861","1533-287X","BUSINESS","ESCI","1,090","4.3","0.75","6.1","5.71"%,"100"%,"14",
"JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES","J JPN INT ECON","ACADEMIC PRESS INC ELSEVIER SCIENCE","0889-1583","1095-8681","ECONOMICS","SSCI","1,072","3.1","1.39","2.8","25.97"%,"100"%,"21",
"JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES","J JPN INT ECON","ACADEMIC PRESS INC ELSEVIER SCIENCE","0889-1583","1095-8681","INTERNATIONAL RELATIONS","SSCI","1,072","3.1","1.39","2.8","25.97"%,"100"%,"21",
"Journal of Cultural Economics","J CULT ECON","SPRINGER","0885-2545","1573-6997","ECONOMICS","SSCI","1,072","2","0.96","2.9","48.48"%,"100"%,"21",
"Journal of Global Fashion Marketing","J GLOB FASH MARK","TAYLOR & FRANCIS LTD","2093-2685","2325-4483","BUSINESS","ESCI","1,063","5.5","0.89","4.5","11.76"%,"100"%,"22",
"JOURNAL OF CHANGE MANAGEMENT","J CHANG MANAG","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1469-7017","1479-1811","MANAGEMENT","ESCI","1,062","2.1","0.69","3.5","52.08"%,"100"%,"11",
"Journal of Marketing for Higher Education","J MARK HIGH EDUC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0884-1241","1540-7144","BUSINESS","SSCI","1,061","2.1","0.78","3","16.13"%,"93.33"%,"15",
"Journal of Marketing for Higher Education","J MARK HIGH EDUC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0884-1241","1540-7144","EDUCATION & EDUCATIONAL RESEARCH","SSCI","1,061","2.1","0.78","3","16.13"%,"93.33"%,"15",
"Journal of Facilities Management","J FACIL MANAG","EMERALD GROUP PUBLISHING LTD","1472-5967","1741-0983","MANAGEMENT","ESCI","1,057","2.7","0.56","2.6","8"%,"93.94"%,"33",
"Journal of Industrial Relations","J IND RELAT","SAGE PUBLICATIONS INC","0022-1856","1472-9296","INDUSTRIAL RELATIONS & LABOR","SSCI","1,051","2.6","0.97","3.3","37.61"%,"100"%,"51",
"JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS","J AGR RESOUR ECON","WESTERN AGRICULTURAL ECONOMICS ASSOC","1068-5502","2327-8285","AGRICULTURAL ECONOMICS & POLICY","SCIE","1,051","1.4","0.45","1.6","0"%,"100"%,"29",
"JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS","J AGR RESOUR ECON","WESTERN AGRICULTURAL ECONOMICS ASSOC","1068-5502","2327-8285","ECONOMICS","SSCI","1,051","1.4","0.45","1.6","0"%,"100"%,"29",
"JOURNAL OF INFORMATION SYSTEMS","J INF SYST","AMER ACCOUNTING ASSOC","0888-7985","1558-7959","BUSINESS, FINANCE","SSCI","1,048","2","0.45","2.6","0"%,"100"%,"19",
"Journal of Accounting and Organizational Change","J ACCOUNT ORGAN CHAN","EMERALD GROUP PUBLISHING LTD","1832-5912","1839-5473","BUSINESS, FINANCE","ESCI","1,038","3","0.67","2.9","11.72"%,"100"%,"52",
"JOURNAL OF POST KEYNESIAN ECONOMICS","J POST KEYNESIAN EC","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0160-3477","1557-7821","ECONOMICS","SSCI","1,034","1","0.29","1.1","13.64"%,"73.91"%,"23",
"Journal of Organizational Effectiveness-People and Performance","J ORGAN EFF-PEOPLE P","EMERALD GROUP PUBLISHING LTD","2051-6614","2051-6622","MANAGEMENT","ESCI","1,030","3.3","0.8","3.8","8.75"%,"95.52"%,"67",
"Journal of Management Accounting Research","J MANAG ACCOUNT RES","AMER ACCOUNTING ASSOC","1049-2127","1558-8033","BUSINESS, FINANCE","ESCI","1,027","1.7","0.49","1.8","0"%,"100"%,"29",
"Journal of Environment & Development","J ENVIRON DEV","SAGE PUBLICATIONS INC","1070-4965","1552-5465","DEVELOPMENT STUDIES","SSCI","1,022","2","0.51","3.1","15.56"%,"97.83"%,"46",
"Journal of Environment & Development","J ENVIRON DEV","SAGE PUBLICATIONS INC","1070-4965","1552-5465","ENVIRONMENTAL STUDIES","SSCI","1,022","2","0.51","3.1","15.56"%,"97.83"%,"46",
"Journal of Environment & Development","J ENVIRON DEV","SAGE PUBLICATIONS INC","1070-4965","1552-5465","REGIONAL & URBAN PLANNING","SSCI","1,022","2","0.51","3.1","15.56"%,"97.83"%,"46",
"Journal of African Business","J AFR BUS","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1522-8916","1522-9076","BUSINESS","ESCI","1,006","1.8","0.36","2.5","11.93"%,"100"%,"38",
"Journal of Global Marketing","J GLOB MARK","TAYLOR & FRANCIS LTD","0891-1762","1528-6975","BUSINESS","ESCI","978","4.3","0.88","N/A","10.53"%,"100"%,"26",
"Journal of Information Technology Education-Research","J INF TECHNOL EDUC-R","INFORMING SCIENCE INST","1547-9714","1539-3585","EDUCATION & EDUCATIONAL RESEARCH","ESCI","977","2.2","1.02","3","96.25"%,"93.33"%,"30",
"Journal of International Relations and Development","J INT RELAT DEV","PALGRAVE MACMILLAN LTD","1408-6980","1581-1980","INTERNATIONAL RELATIONS","SSCI","971","2.5","1.29","2.2","0"%,"100"%,"18",
"Journal of International Relations and Development","J INT RELAT DEV","PALGRAVE MACMILLAN LTD","1408-6980","1581-1980","POLITICAL SCIENCE","SSCI","971","2.5","1.29","2.2","0"%,"100"%,"18",
"ISSUES IN ACCOUNTING EDUCATION","ISS ACCOUNT EDUC","AMER ACCOUNTING ASSOC","0739-3172","1558-7983","BUSINESS, FINANCE","ESCI","960","1.5","0.4","2","0"%,"97.56"%,"41",
"Journal of Human Development and Capabilities","J HUM DEV CAPABIL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1945-2829","1945-2837","DEVELOPMENT STUDIES","SSCI","956","1.3","0.51","2.6","40.54"%,"100"%,"33",
"Journal of Global Responsibility","J GLOB RESPONSIB","EMERALD GROUP PUBLISHING LTD","2041-2568","2041-2576","MANAGEMENT","ESCI","953","3.9","0.7","3.7","2.15"%,"97.06"%,"34",
"Journal of Management Analytics","J MANAG ANAL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2327-0012","2327-0039","BUSINESS","SSCI","949","4.5","1.05","5.8","2.94"%,"96.15"%,"26",
"Journal of Management Analytics","J MANAG ANAL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2327-0012","2327-0039","MANAGEMENT","SSCI","949","4.5","1.05","5.8","2.94"%,"96.15"%,"26",
"Journal of Management Analytics","J MANAG ANAL","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2327-0012","2327-0039","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","949","4.5","1.05","5.8","2.94"%,"96.15"%,"26",
"Journal of Empirical Legal Studies","J EMPIR LEGAL STUD","WILEY","1740-1453","1740-1461","LAW","SSCI","944","1.3","1.51","1.8","43.82"%,"100"%,"27",
"Journal of Commodity Markets","J COMMOD MARK","ELSEVIER","2405-8513","2405-8505","BUSINESS, FINANCE","SSCI","943","4.5","1.36","4","30.32"%,"100"%,"45",
"Journal of Commodity Markets","J COMMOD MARK","ELSEVIER","2405-8513","2405-8505","ECONOMICS","SSCI","943","4.5","1.36","4","30.32"%,"100"%,"45",
"Journal of Economic and Administrative Sciences","J ECONOM ADM SCI","EMERALD GROUP PUBLISHING LTD","1026-4116","2054-6246","ECONOMICS","ESCI","936","1.7","0.54","2.2","0.41"%,"97.18"%,"71",
"JOURNAL OF ENVIRONMENTAL LAW","J ENVIRON LAW","OXFORD UNIV PRESS","0952-8873","1464-374X","ENVIRONMENTAL STUDIES","SSCI","935","2.7","1.2","2.4","56.58"%,"100"%,"25",
"JOURNAL OF ENVIRONMENTAL LAW","J ENVIRON LAW","OXFORD UNIV PRESS","0952-8873","1464-374X","LAW","SSCI","935","2.7","1.2","2.4","56.58"%,"100"%,"25",
"Journal of Public Budgeting Accounting & Financial Management","J PUBLIC BUDGET ACC","EMERALD GROUP PUBLISHING LTD","1096-3367","1945-1814","BUSINESS, FINANCE","ESCI","935","2.5","0.96","N/A","26.67"%,"95.12"%,"41",
"Journal of Public Budgeting Accounting & Financial Management","J PUBLIC BUDGET ACC","EMERALD GROUP PUBLISHING LTD","1096-3367","1945-1814","PUBLIC ADMINISTRATION","ESCI","935","2.5","0.96","N/A","26.67"%,"95.12"%,"41",
"Journal of the Association for Consumer Research","J ASSOC CONSUM RES","UNIV CHICAGO PRESS","2378-1815","2378-1823","BUSINESS","ESCI","930","2.2","0.63","N/A","0.82"%,"97.37"%,"38",
"Journal of the Association for Consumer Research","J ASSOC CONSUM RES","UNIV CHICAGO PRESS","2378-1815","2378-1823","PSYCHOLOGY, APPLIED","ESCI","930","2.2","0.63","N/A","0.82"%,"97.37"%,"38",
"Journal of Agribusiness in Developing and Emerging Economies","J AGRIBUS DEV EMERG","EMERALD GROUP PUBLISHING LTD","2044-0839","2044-0847","AGRICULTURAL ECONOMICS & POLICY","ESCI","928","1.8","0.79","2.3","6.95"%,"100"%,"43",
"Journal of Agribusiness in Developing and Emerging Economies","J AGRIBUS DEV EMERG","EMERALD GROUP PUBLISHING LTD","2044-0839","2044-0847","ECONOMICS","ESCI","928","1.8","0.79","2.3","6.95"%,"100"%,"43",
"Journal of Quality in Maintenance Engineering","J QUAL MAINT ENG","EMERALD GROUP PUBLISHING LTD","1355-2511","1758-7832","ENGINEERING, INDUSTRIAL","ESCI","911","2.4","0.26","1.9","8.45"%,"100"%,"19",
"JOURNAL OF ECOTOURISM","J ECOTOURISM","TAYLOR & FRANCIS LTD","1472-4049","1747-7638","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","880","2.4","0.67","3","18.28"%,"100"%,"31",
"Journal of Agricultural and Applied Economics","J AGRIC APPL ECON","CAMBRIDGE UNIV PRESS","1074-0708","2056-7405","AGRICULTURAL ECONOMICS & POLICY","ESCI","876","1.1","0.48","1.6","100"%,"94.12"%,"34",
"Journal of Agricultural and Applied Economics","J AGRIC APPL ECON","CAMBRIDGE UNIV PRESS","1074-0708","2056-7405","ECONOMICS","ESCI","876","1.1","0.48","1.6","100"%,"94.12"%,"34",
"Journal of Applied Economics","J APPL ECON","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1514-0326","1667-6726","ECONOMICS","SSCI","851","2","0.55","2.2","98.66"%,"94.34"%,"53",
"Journal of Simulation","J SIMUL","TAYLOR & FRANCIS LTD","1747-7778","1747-7786","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","839","1.7","0.32","1.9","26.36"%,"95.45"%,"44",
"Journal of Simulation","J SIMUL","TAYLOR & FRANCIS LTD","1747-7778","1747-7786","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","839","1.7","0.32","1.9","26.36"%,"95.45"%,"44",
"Journal of Place Management and Development","J PLACE MANAG DEV","EMERALD GROUP PUBLISHING LTD","1753-8335","1753-8343","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","835","1.6","0.45","1.9","15.28"%,"95.83"%,"24",
"Journal of Property Investment & Finance","J PROP INVEST FINANC","EMERALD GROUP PUBLISHING LTD","1463-578X","1470-2002","BUSINESS, FINANCE","ESCI","816","2","0.45","1.9","3"%,"91.89"%,"37",
"Journal of China Tourism Research","J CHINA TOUR RES","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1938-8160","1938-8179","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","805","2","0.44","2.4","6.4"%,"97.62"%,"42",
"Journal of Real Estate Research","J REAL ESTATE RES","TAYLOR & FRANCIS INC","0896-5803","2691-1175","BUSINESS, FINANCE","SSCI","805","1.2","0.3","1.2","17.39"%,"100"%,"22",
"Journal of Real Estate Research","J REAL ESTATE RES","TAYLOR & FRANCIS INC","0896-5803","2691-1175","ECONOMICS","SSCI","805","1.2","0.3","1.2","17.39"%,"100"%,"22",
"Journal of Personnel Psychology","J PERS PSYCHOL","HOGREFE PUBLISHING CORP","1866-5888","2190-5150","PSYCHOLOGY, APPLIED","SSCI","803","1.4","0.49","2","17.24"%,"100"%,"14",
"Journal of Pension Economics & Finance","J PENSION ECON FINAN","CAMBRIDGE UNIV PRESS","1474-7472","1475-3022","BUSINESS, FINANCE","SSCI","796","0.9","0.38","1.3","47.22"%,"100"%,"16",
"Journal of Pension Economics & Finance","J PENSION ECON FINAN","CAMBRIDGE UNIV PRESS","1474-7472","1475-3022","ECONOMICS","SSCI","796","0.9","0.38","1.3","47.22"%,"100"%,"16",
"Journal of Policy Research in Tourism Leisure and Events","J POLICY RES TOUR LE","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1940-7963","1940-7971","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","788","2","0.68","2.4","15.57"%,"97.14"%,"35",
"Journal of Financial Counseling and Planning","J FINANC COUNS PLAN","SPRINGER PUBLISHING CO","1052-3073","1947-7910","BUSINESS","ESCI","784","1.9","0.52","2.2","0"%,"96.3"%,"27",
"Journal of Financial Counseling and Planning","J FINANC COUNS PLAN","SPRINGER PUBLISHING CO","1052-3073","1947-7910","ECONOMICS","ESCI","784","1.9","0.52","2.2","0"%,"96.3"%,"27",
"JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION","J BUS TECH COMMUN","SAGE PUBLICATIONS INC","1050-6519","1552-4574","BUSINESS","SSCI","782","2","0.65","2.6","4.17"%,"100"%,"20",
"JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION","J BUS TECH COMMUN","SAGE PUBLICATIONS INC","1050-6519","1552-4574","COMMUNICATION","SSCI","782","2","0.65","2.6","4.17"%,"100"%,"20",
"JOURNAL OF REGULATORY ECONOMICS","J REGUL ECON","SPRINGER","0922-680X","1573-0468","ECONOMICS","SSCI","781","1.4","0.44","1.4","27.91"%,"100"%,"17",
"JOURNAL OF ECONOMICS AND FINANCE","J ECON FINANC-US","SPRINGERNATURE","1055-0925","1938-9744","BUSINESS, FINANCE","ESCI","775","1.5","0.51","N/A","18.88"%,"97.67"%,"43",
