Title,Year,Type,Journal Name,Article URL,Researcher Name,Profile URL,Job Title,Field
A measure of fundamental volatility in the commercial property market,2003,Journals,Real Estate Economics,http://espace.library.uq.edu.au/view/UQ:488af6c,Shaun Bond,https://business.uq.edu.au/profile/6239/shaun-bond,Professor,Finance,E
"International real estate returns: A multifactor, multicountry approach",2003,Journals,Real Estate Economics,http://espace.library.uq.edu.au/view/UQ:6a45bb9,Shaun Bond,https://business.uq.edu.au/profile/6239/shaun-bond,Professor,Finance,E
Statistical properties of the sample semi-variance,2002,Journals,Applied Mathematical Finance,http://espace.library.uq.edu.au/view/UQ:6a58d91,Shaun Bond,https://business.uq.edu.au/profile/6239/shaun-bond,Professor,Finance,E
A web of shocks: Crises across Asian real estate markets,2006,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:60fb509,Shaun Bond,https://business.uq.edu.au/profile/6239/shaun-bond,Professor,Finance,E
The conditional distribution of real estate returns: Are higher moments time varying?,2003,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:1b60658,Shaun Bond,https://business.uq.edu.au/profile/6239/shaun-bond,Professor,Finance,E
Building business resilience,2022,Research Report,,http://espace.library.uq.edu.au/view/UQ:e5f0850,Shaun Bond,https://business.uq.edu.au/profile/6239/shaun-bond,Professor,Finance,E
Switching between superannuation funds: Does performance and marketing matter?,2020,Journals,Pacific Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:3215d66,Grace Hsu,https://business.uq.edu.au/profile/68/grace-hsu,Lecturer,Accounting,B
Do biotechnology and health-care firms have poorer continuous disclosure practices as reflected in ASX queries?,2019,Journals,Accounting Research Journal,http://espace.library.uq.edu.au/view/UQ:985261c,Grace Hsu,https://business.uq.edu.au/profile/68/grace-hsu,Lecturer,Accounting,B
Inter-temporal changes in analysts' forecast properties under the Australian continuous disclosure regime,2012,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:260978,Grace Hsu,https://business.uq.edu.au/profile/68/grace-hsu,Lecturer,Accounting,B
Impact of earnings performance on price-sensitive disclosures under the Australian continuous disclosure regime,2009,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:158993,Grace Hsu,https://business.uq.edu.au/profile/68/grace-hsu,Lecturer,Accounting,B
Does the presence of institutional investors influence accruals management? Evidence from Australia,2005,Journals,Corporate Governance: An International Review,http://espace.library.uq.edu.au/view/UQ:2945,Grace Hsu,https://business.uq.edu.au/profile/68/grace-hsu,Lecturer,Accounting,B
The impact of disclosure regulation on analyst forecasts: A comparison of Australia and the U.S.,2006,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:206653,Grace Hsu,https://business.uq.edu.au/profile/68/grace-hsu,Lecturer,Accounting,B
The impact of earnings performance on price sensitive disclosures under the Australian continuous disclosure regime,2005,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:103274,Grace Hsu,https://business.uq.edu.au/profile/68/grace-hsu,Lecturer,Accounting,B
The impact of earnings performance on price sensitive disclosures under the Australian continuous disclosure regime,2005,Theses,,http://espace.library.uq.edu.au/view/UQ:107149,Grace Hsu,https://business.uq.edu.au/profile/68/grace-hsu,Lecturer,Accounting,B
Australian management earnings forecasts : information additional to consensus analysts' forecasts,1998,Theses,,http://espace.library.uq.edu.au/view/UQ:219214,Grace Hsu,https://business.uq.edu.au/profile/68/grace-hsu,Lecturer,Accounting,B
The equity value relevance of carbon emissions,2023,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:1058dde,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The state of climate change-related risk disclosures and the way forward,2022,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:83e6d88,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The valuation relevance of environmental performance: evidence from the academic literature,2012,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:283933,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The value relevance of a firm's carbon risk profile,2024,Journals,Abacus,http://espace.library.uq.edu.au/view/UQ:32f0fcb,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Valuation implications of mandatory CSR expenditure in India,2024,Journals,Abacus,http://espace.library.uq.edu.au/view/UQ:413f008,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Target price forecasts: the roles of the 52-week high price and recent investor sentiment,2020,Journals,Journal of Business Finance and Accounting,http://espace.library.uq.edu.au/view/UQ:c2408d3,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The relationship between a firm's information environment and its cash holding decision,2020,Journals,Journal of Contemporary Accounting and Economics,http://espace.library.uq.edu.au/view/UQ:baf5816,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
A textual analysis of US corporate social responsibility reports,2020,Journals,Abacus-A Journal of Accounting Finance and Business Studies,http://espace.library.uq.edu.au/view/UQ:d3da462,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Causes and consequences of voluntary assurance of CSR reports: International evidence involving Dow Jones Sustainability Index Inclusion and Firm Valuation,2019,Journals,"Accounting, Auditing and Accountability Journal",http://espace.library.uq.edu.au/view/UQ:fc2b2dc,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Do biotechnology and health-care firms have poorer continuous disclosure practices as reflected in ASX queries?,2019,Journals,Accounting Research Journal,http://espace.library.uq.edu.au/view/UQ:985261c,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
An investigation of the relation between ownership structure and management control in professional service organisations,2019,Journals,Journal of Accounting and Organizational Change,http://espace.library.uq.edu.au/view/UQ:44254f5,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Identifying lobbying strategies: an analysis of public responses to the Productivity Commission Inquiry into executive remuneration in Australia,2018,Journals,Journal of Contemporary Accounting and Economics,http://espace.library.uq.edu.au/view/UQ:6b01c89,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Market timing as an explanation for the short-lived premium on cross-listing,2018,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:699140,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Evidence on whether banks consider carbon risk in their lending decisions,2017,Journals,Journal of Business Ethics,http://espace.library.uq.edu.au/view/UQ:689961,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Going beyond climate change risk management: insights from the world's largest most sustainable corporations,2017,Journals,Journal of Business Ethics,http://espace.library.uq.edu.au/view/UQ:689884,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
"Corrigendum to: A review of accounting research in the Asia Pacific region (Australian Journal of Management, 40, 1, (36), 10.1177/0312896214565121)",2016,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:717403,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
"Carbon risk, carbon risk awareness and the cost of debt financing",2016,Journals,Journal of Business Ethics,http://espace.library.uq.edu.au/view/UQ:388776,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
"Management control system design, ownership, and performance in professional service organisations",2015,Journals,"Accounting, Organizations and Society",http://espace.library.uq.edu.au/view/UQ:365444,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
A review of accounting research in the Asia Pacific region,2015,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:354744,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The valuation relevance of Greenhouse Gas Emissions under the European Union Carbon Emissions Trading Scheme,2015,Journals,European Accounting Review,http://espace.library.uq.edu.au/view/UQ:341434,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
"Conservatism, disclosure and the cost of equity capital",2014,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:302644,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Do private equity target firms exhibit less effectual governance structures?,2014,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:341435,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Editorial: Australian Journal of Management Symposium special issue,2013,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:321816,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The relevance of environmental disclosures: are such disclosures incrementally informative?,2013,Journals,Journal of Accounting and Public Policy,http://espace.library.uq.edu.au/view/UQ:309604,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The cost of carbon: capital market effects of the proposed Emission Trading Scheme (ETS),2013,Journals,Abacus,http://espace.library.uq.edu.au/view/UQ:291759,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Publishing: Art or science? Reflections from an editorial perspective,2012,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:274440,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
"Disclosure, shareholder oversight and pay-performance link",2011,Journals,Journal of Contemporary Accounting and Economics,http://espace.library.uq.edu.au/view/UQ:252035,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The impact of IFRS adoption on the value relevance of book value and earnings,2011,Journals,Journal of Contemporary Accounting and Economics,http://espace.library.uq.edu.au/view/UQ:254731,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Environmental reporting and its relation to corporate environmental performance,2011,Journals,Abacus,http://espace.library.uq.edu.au/view/UQ:252024,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
"Disclosure, conservatism and the cost of equity capital: A review of the foundation literature",2011,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:220500,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Does it really pay to be green? Determinants and consequences of proactive environmental strategies,2011,Journals,Journal of Accounting and Public Policy,http://espace.library.uq.edu.au/view/UQ:219768,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Private equity bidders: Barbarians or best friends?,2011,Journals,Company & Securities Law Journal,http://espace.library.uq.edu.au/view/UQ:252029,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Extending the application of stakeholder influence strategies to environmental disclosures: An exploratory study from a developing country,2010,Journals,"Accounting, Auditing & Accountability Journal",http://espace.library.uq.edu.au/view/UQ:219754,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Budgeting practices and performance in small healthcare businesses,2010,Journals,Management Accounting Research,http://espace.library.uq.edu.au/view/UQ:195061,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Private equity bids in Australia: An exploratory study,2010,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:188883,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The effect of board independence on target shareholder wealth,2008,Journals,Australian Accounting Review,http://espace.library.uq.edu.au/view/UQ:159598,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Environmental reporting in the Australian mining industry: Complying with regulation or meeting international best practice?,2008,Journals,Australian Business Law Review,http://espace.library.uq.edu.au/view/UQ:151884,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Revisiting the relation between environmental performance and environmental disclosure: An empirical analysis,2008,Journals,"Accounting, Organizations and Society",http://espace.library.uq.edu.au/view/UQ:159596,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Termination fees in a 'bright line' jurisdiction,2007,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:131267,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
"Governance structures, ethnicity, and audit fees of Malaysian listed firms",2006,Journals,Managerial Auditing Journal,http://espace.library.uq.edu.au/view/UQ:533763d,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Chief executive officer remuneration disclosure quality: Corporate responses to an evolving disclosure environment,2006,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:79014,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Market reaction to takeover rumour in internet discussion sites,2006,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:76746,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Impact of the Corporate Law Economic Reform Program Act 1999 on initial public offering prospectus earnings forecasts,2005,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:71101,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The market valuation of environmental capital expenditures by pulp and paper companies,2004,Journals,Accounting Review,http://espace.library.uq.edu.au/view/UQ:69537,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Auditor conservatism and voluntary disclosure: Evidence from the Year 2000 systems issue,2003,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:64489,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Debiasing the outcome effect: The role of instructions in an audit litigation setting,2002,Journals,Auditing - A Journal of Practice and Theory,http://espace.library.uq.edu.au/view/UQ:62067,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The relative importance of domestic and global factors in explaining Australian stock returns,2002,Journals,International Review of Finance,http://espace.library.uq.edu.au/view/UQ:62070,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Auditor quality and the accuracy of management earnings forecasts,2000,Journals,Contemporary Accounting Research,http://espace.library.uq.edu.au/view/UQ:140214,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The value relevance of a firm's carbon profile,2019,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:bd4209b,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Break Fees in Australian Takeovers & Mergers,2005,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:101754,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
CEO remuneration disclosure quality: An Australian perspective,2005,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:103270,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The use of independent expert reports in Australia takeovers,2004,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:101154,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Market reaction to takeover rumour on internet discussion sites,2002,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:96913,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Auditor connservatism and voluntary disclosure: Evidence from the year 2000 systems issue,2000,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:147746,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The factors that influence equity returns,2000,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:147747,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The market valuation of environmental capital expenditures by pulp and paper companies,2000,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:148255,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
The factors that influence equity returns,2000,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:148466,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Debiasing the effect of outcome knowledge in ex post evaluations of auditor judgement: The role of instructions,1999,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:150820,Peter Clarkson,https://business.uq.edu.au/profile/812/peter-clarkson,Professor,Accounting,E
Convergence in the ownership and governance of east Asian firms,2014,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:a63fad8,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Volatility in energy prices,2004,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:70837,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Volatility in energy prices,1999,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:146887,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Sampling error and the joint estimation of imputation credit value and cash dividend value,2023,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:092048b,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
The public-private partnership valuation paradox,2021,Journals,Accounting Research Journal,http://espace.library.uq.edu.au/view/UQ:62d5054,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
"Political uncertainty, market anomalies and presidential honeymoons",2020,Journals,Journal of Banking and Finance,http://espace.library.uq.edu.au/view/UQ:695d595,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Analyst vs. model-based earnings forecasts: implied cost of capital applications,2019,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:d28645c,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Market timing as an explanation for the short-lived premium on cross-listing,2018,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:699140,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
"Director workloads, attendance and firm performance",2018,Journals,Accounting Research Journal,http://espace.library.uq.edu.au/view/UQ:4d584f6,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
'Name and shame' - director attendance disclosure and practice,2018,Journals,Journal of Corporate Law Studies,http://espace.library.uq.edu.au/view/UQ:ed33766,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Dividend drop-off estimates of the value of dividend imputation tax credits,2017,Journals,Pacific-Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:713121,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
"A contemporary view of corporate finance theory, empirical evidence and practice",2016,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:386816,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Dividend imputation and the corporate cost of capital,2016,Journals,JASSA: The Finsia Journal of Applied Finance,http://espace.library.uq.edu.au/view/UQ:383989,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
"Phoenixing at the fulcrum: less faff, faster forward formulation",2016,Journals,Insolvency Law Journal,http://espace.library.uq.edu.au/view/UQ:662010,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Corporate governance and bankruptcy risk,2016,Journals,"Journal of Accounting, Auditing and Finance",http://espace.library.uq.edu.au/view/UQ:346508,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
The diversity of expertise on corporate boards in Australia,2015,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:362541,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
"Yes, one-day international cricket 'in-play' trading strategies can be profitable!",2015,Journals,Journal of Banking and Finance,http://espace.library.uq.edu.au/view/UQ:368911,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Political and government connections on corporate boards in Australia: good for business?,2014,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:341673,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Explaining the bid-ask spread in the foreign exchange market: a test of alternate models,2013,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:313232,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Is prior director experience valuable?,2013,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:273834,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Unconstrained estimates of the equity risk premium,2013,Journals,Review of Accounting Studies,http://espace.library.uq.edu.au/view/UQ:304059,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Family representatives in family firms,2013,Journals,Corporate Governance,http://espace.library.uq.edu.au/view/UQ:301007,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Financial inflexibility and the value peremium,2013,Journals,International Review of Finance,http://espace.library.uq.edu.au/view/UQ:313229,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Multiple founders and firm value,2012,Journals,Pacific-Basin Finance Journal,http://espace.library.uq.edu.au/view/UQ:269579,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Do trading hours affect volatility links in the foreign exchange market?,2012,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:273833,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
"Asset market linkages: Evidence from financial, commodity and real estate assets",2011,Journals,Journal of Banking and Finance,http://espace.library.uq.edu.au/view/UQ:219318,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
The value of imputation tax credits on Australian hybrid securities,2010,Journals,International Review of Finance,http://espace.library.uq.edu.au/view/UQ:220022,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Economic analysis of the government's recent mining tax proposals,2010,Journals,Economic Papers,http://espace.library.uq.edu.au/view/UQ:227739,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
A comparison of alternative bankruptcy prediction models,2010,Journals,Journal of Contemporary Accounting & Economics,http://espace.library.uq.edu.au/view/UQ:202608,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Information and volatility links in the foreign exchange market,2009,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:158991,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
"Bias, stability, and predictive ability in the measurement of systematic risk",2009,Journals,Accounting Research Journal,http://espace.library.uq.edu.au/view/UQ:200698,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
The diversification benefits of Australian equities to international investors,2008,Journals,JASSA,http://espace.library.uq.edu.au/view/UQ:158994,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Relationship between franking credits and the market risk premium: A reply,2008,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:132806,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Effect of credit rating changes on Australian stock returns,2006,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:79011,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Are there non-linearities in short-term interest rates?,2006,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:76828,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Relationship between franking credits and the market risk premium,2006,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:76829,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
The Determinants of Credit Ratings: Australian Evidence,2006,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:712863,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
The determinants of credit ratings: Australian evidence,2006,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:79012,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Efficiency of football betting markets: The economic significance of trading strategies,2005,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:74699,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
The value of dividend imputation tax credits in Australia,2004,Journals,Journal of Financial Economics,http://espace.library.uq.edu.au/view/UQ:69244,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Stock splits: Implications for investor trading costs,2003,Journals,Journal of Empirical Finance,http://espace.library.uq.edu.au/view/UQ:64480,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Short-term interest rate models: Valuing interest rate derivatives using a Monte-Carlo approach,2003,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:64481,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
On the robustness of short-term interest rate models,2003,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:64482,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
How to value interest rate derivatives in a no-arbitrage setting,2002,Journals,Accounting Research Journal,http://espace.library.uq.edu.au/view/UQ:62371,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
A framework for valuing derivative securities,2001,Journals,"Financial Markets, Institutions & Instruments",http://espace.library.uq.edu.au/view/UQ:58435,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Option pricing: A synthesis of alternate valuation approaches,2001,Journals,Accounting Research Journal,http://espace.library.uq.edu.au/view/UQ:58436,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Regime-switching and interest rates in the European monetary system,2000,Journals,Journal of International Economics,http://espace.library.uq.edu.au/view/UQ:140314,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Regime switching in foreign exchange rates: Evidence from currency option prices,2000,Journals,Journal of Econometrics,http://espace.library.uq.edu.au/view/UQ:140239,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
"Reset put options: Valuation, risk characteristics, and an application",1999,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:145042,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Target zones and exchange rates:: An empirical investigation,1998,Journals,Journal of International Economics,http://espace.library.uq.edu.au/view/UQ:3697ca2,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Valuing S&P 500 bear market warrants with a periodic reset,1997,Journals,Journal of Derivatives,http://espace.library.uq.edu.au/view/UQ:cdb4a3d,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Modeling the conditional distribution of interest rates as a regime-switching process,1996,Journals,Journal of Financial Economics,http://espace.library.uq.edu.au/view/UQ:4928953,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
The efficiency of Australian football betting markets,1995,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:206710,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Put Call Parity: An Extension of Boundary Conditions,1989,Journals,Australian Journal of Management,http://espace.library.uq.edu.au/view/UQ:405409,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Naiad: Sharing lessons learned from innovative urban water schemes,2005,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:216842,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Using stock price changes to estimate the value of dividend franking credits,2005,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:103272,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
How to fix a one-day international cricket match,2003,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:98859,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
