Title,Year,Type,Journal Name,Article URL,Researcher Name,Profile URL
"Merchants' accounts, performance assessment and decision making in mercantilist Britain",2009,Journals,"Accounting, Organizations and Society",http://dx.doi.org/10.1016/j.aos.2008.09.001,Emeritus Graeme Dean,https://sydney.edu.au/business/about/our-people/academic-staff/graeme.dean.html
Whither in Intangibles Research?: Forum Editorial,2009,Journals,Abacus,http://dx.doi.org/10.1111/j.1467-6281.2009.00288.x,Emeritus Graeme Dean,https://sydney.edu.au/business/about/our-people/academic-staff/graeme.dean.html
Changes to the Submission Process and the Board Structure - Editorial,2008,Journals,Abacus,,Emeritus Graeme Dean,https://sydney.edu.au/business/about/our-people/academic-staff/graeme.dean.html
Commentary on Siena Open Forum: Conceptual Framework,2008,Journals,Abacus,http://dx.doi.org/10.1111/j.1467-6281.2008.00259.x,Emeritus Graeme Dean,https://sydney.edu.au/business/about/our-people/academic-staff/graeme.dean.html
Inaugural,2008,Journals,Abacus,http://dx.doi.org/10.1111/j.1467-6281.2008.00253.x,Emeritus Graeme Dean,https://sydney.edu.au/business/about/our-people/academic-staff/graeme.dean.html
Solvency Solecisms: Corporate Officers' problematic perceptions,2008,Journals,Australian Accounting Review,http://dx.doi.org/10.1111/j.1835-2561.2008.0011.x,Emeritus Graeme Dean,https://sydney.edu.au/business/about/our-people/academic-staff/graeme.dean.html
"The dominant senior manager and the reasonably careful, skilful, and cautious auditor",2008,Journals,Critical Perspectives on Accounting,http://dx.doi.org/10.1016/j.cpa.2006.12.001,Emeritus Graeme Dean,https://sydney.edu.au/business/about/our-people/academic-staff/graeme.dean.html
"Editorial: IFRSs enter a fair value, exit price world?",2007,Journals,Abacus,http://dx.doi.org/10.1111/j.1467-6281.2007.00221.x,Emeritus Graeme Dean,https://sydney.edu.au/business/about/our-people/academic-staff/graeme.dean.html
Forum Editorial: Revisiting Distress Prediction and Debt Recovery,2007,Journals,Abacus,http://dx.doi.org/10.1111/j.1467-6281.2007.00227.x,Emeritus Graeme Dean,https://sydney.edu.au/business/about/our-people/academic-staff/graeme.dean.html
"More reporting, less doing",2007,Journals,Charter,,Emeritus Graeme Dean,https://sydney.edu.au/business/about/our-people/academic-staff/graeme.dean.html
Editorial,2006,Journals,Abacus,http://dx.doi.org/10.1111/j.1467-6281.2006.00192.x,Emeritus Graeme Dean,https://sydney.edu.au/business/about/our-people/academic-staff/graeme.dean.html
Editorial:,2006,Journals,Abacus,http://dx.doi.org/10.1111/j.1467-6281.2006.00193.x,Emeritus Graeme Dean,https://sydney.edu.au/business/about/our-people/academic-staff/graeme.dean.html
